InspectionDateAndId,gaze_endpoint_std_x,gaze_endpoint_std_y,gaze_endpoint_std_combined
20241016104305_401,10.87409851,14.09696038,17.80366002
20241016104546_403,10.45522184,12.34234807,16.17545114
20241016105627_406,12.01478436,13.7298554,18.24456008
20241016105750_408,20.27221745,18.85076056,27.6823766
20241016105941_409,12.44312226,14.31122308,18.96423997
20241016105957_410,12.23384861,14.38196946,18.88142202
20241016110058_411,11.87874988,13.86429229,18.2571438
20241016110328_412,11.49220355,13.63703769,17.8336631
20241016110358_413,12.51289293,14.99133984,19.52723124
20241016110604_414,15.71504603,14.3143987,21.25710897
20241016110640_415,12.25233076,14.14881244,18.71653019
20241016111042_416,13.09536442,12.9846709,18.44153594
20241016111414_418,12.03954647,13.77996461,18.29858202
20241016112132_423,11.72904034,14.40116469,18.57320467
20241016112422_425,11.79530348,11.75374092,16.65171492
20241016112809_426,11.89031846,13.75839283,18.18441768
20241016113008_428,13.35950258,13.99671431,19.34901343
20241016113229_429,11.52845937,14.31017716,18.3762495
20241016113423_430,12.01204958,14.20399657,18.60222712
20241016113647_431,12.23224635,14.02771521,18.61194898
20241016113817_432,12.56491608,13.78973801,18.65566913
20241016113826_433,11.67355817,13.60827644,17.92922609
20241016114142_434,12.54512897,13.85681328,18.69201795
20241016114206_435,11.19838624,13.70579117,17.69894251
20241016114705_438,10.79724198,13.99306006,17.67444947
20241016115038_442,13.04963788,14.93054641,19.82963098
20241016115500_443,11.31652553,15.2054553,18.95440901
20241016115525_444,16.58761028,11.97661641,20.45942706
20241016115615_445,10.34969598,12.32835887,16.0967276
20241016120118_447,10.57329953,15.78941345,19.00263771
20241016120128_448,11.90440871,13.84863865,18.26197522
20241016120421_449,11.44654942,14.48391899,18.46096972
20241016120503_450,11.92085225,13.58748172,18.07557407
20241016120807_452,11.457681,13.63759648,17.81186379
20241016120812_453,12.72159652,13.70368379,18.69839478
20241016121020_454,12.16721079,13.85059601,18.43583544
20241016121204_455,11.35330481,13.62666876,17.73650562
20241016121254_456,12.82943215,12.72265285,18.06821033
20241016121339_457,12.06169987,13.65682775,18.22069011
20241016121446_458,12.0309379,13.9977998,18.45756934
20241016121916_460,11.71546897,13.82844753,18.12396684
20241016122014_461,12.08174629,13.92621374,18.43659466
20241016122119_462,12.29295883,13.78481578,18.46992103
20241016122435_463,11.31855933,13.40971343,17.54794003
20241016122455_464,12.21344601,13.04549698,17.8704576
20241016122504_465,12.02040631,13.76385756,18.27385955
20241016123101_467,12.15800428,13.67844969,18.30073917
20241016123158_468,12.00587991,13.78388345,18.27940358
20241016123200_469,12.18637555,13.794424,18.4063544
20241016123431_470,11.78940874,14.28812817,18.52405909
20241016123548_471,12.07623719,13.94675056,18.44850552
20241016123558_472,12.14808239,13.88454514,18.44875333
20241016134744_479,13.32983614,12.51124214,18.28156753
20241016134835_480,11.934348,14.17675262,18.53129723
20241016135216_481,11.55849757,14.27805547,18.37013158
20241016135338_482,12.19578532,14.03458611,18.59319195
20241016140242_483,12.89600238,13.47134205,18.64896603
20241016140649_484,8.214190485,11.45340848,14.09444895
20241016140805_485,12.06956112,13.926712,18.42898838
20241016140814_486,12.13774352,13.92056353,18.46907975
20241016140856_487,11.95119019,13.46946558,18.00714997
20241016141318_488,11.76035305,14.35204818,18.55497752
20241016141355_489,12.35207363,15.2730874,19.64283385
20241016142429_494,9.951321409,16.59078641,19.3463948
20241016142759_495,11.87920491,14.18100408,18.49909149
20241016144521_505,12.93073474,14.60224734,19.50460274
20241016144725_506,11.39663742,13.65152611,17.78334922
20241016144933_507,12.50353664,14.45399985,19.11168596
20241016144940_508,11.76875948,13.93895469,18.24275631
20241016145046_509,11.81927714,13.77818239,18.15306096
20241016145302_510,9.520523245,11.67473145,15.06451849
20241016145329_511,12.08115286,13.42360009,18.05954855
20241016145333_512,11.97449851,13.67195126,18.17445641
20241016145743_513,11.91030671,14.14419532,18.49090769
20241016150113_516,12.59314602,13.98391903,18.81853656
20241016150141_517,11.80657787,14.00728735,18.31937171
20241016150201_518,11.96833209,14.10707149,18.50001186
20241016150406_519,12.02407746,13.93050307,18.4021019
20241016150412_520,13.01965366,14.04007748,19.14771937
20241016150612_521,10.49477782,14.70819383,18.06851757
20241016150750_522,13.16556452,13.11874582,18.58584357
20241016151126_524,9.211006938,14.15787168,16.89047008
20241016151428_527,12.24359887,13.82518478,18.46730753
20241016151503_528,11.81118478,13.95447372,18.28199723
20241016152249_532,11.52677543,13.8708954,18.0351959
20241016152257_533,11.48073948,13.87243451,18.00699359
20241016152654_535,12.12288285,13.92857713,18.4653608
20241016152712_536,12.07162895,13.85799931,18.37847574
20241016152920_537,13.01640678,12.68587971,18.17576379
20241016153330_538,8.310132425,11.19867126,13.9451977
20241016153357_539,11.9470415,13.97460137,18.38535515
20241016153438_540,11.8999014,13.28817583,17.8376924
20241016153759_542,11.84594405,14.00508435,18.34308529
20241016154132_544,11.9301988,14.18444763,18.5345137
20241016154409_546,13.21598696,13.13002292,18.62954141
20241016154941_548,12.00312308,14.7892591,19.04723466
20241016155007_549,11.93016334,13.9594572,18.36287675
20241016155050_550,12.56237439,11.28876494,16.88932989
20241016155158_551,11.75296624,13.34384359,17.7817428
20241016155354_552,10.02338113,14.46919765,17.60187063
20241016155459_553,12.00760004,13.82252223,18.3096854
20241016160001_554,12.1713777,13.97529448,18.53243888
20241016160221_555,12.07582768,14.1808136,18.62581779
20241016160302_556,12.18583376,13.73019845,18.35791093
20241016160408_557,12.23818791,13.86775757,18.49561957
20241016160422_558,11.2308862,13.37403611,17.46418183
20241016160610_559,11.93157598,14.21071101,18.55550627
20241016160918_561,12.14206169,14.0393519,18.56160187
20241016161335_562,11.93878252,13.86752278,18.29870805
20241016161402_563,11.57997926,13.56333362,17.83423502
20241016161412_564,12.23255248,13.53755491,18.24556749
20241016161504_565,11.94862956,14.05672024,18.44887889
20241016161941_566,12.3988785,14.36682087,18.97729512
20241016162036_567,11.74084722,14.00778384,18.27745883
20241016162040_568,12.26152359,14.31619972,18.84936432
20241016162349_570,13.45801238,12.88308168,18.63040232
20241016162519_571,11.69848917,13.97531647,18.22537021
20241016162726_573,11.85979128,14.00607553,18.35278728
20241016162958_574,12.20487376,13.58796759,18.26449579
20241016163040_575,11.86661636,14.20659829,18.51064609
20241016163052_576,11.83073126,13.81995592,18.19223416
20241016163402_577,12.39059402,14.1697451,18.82308413
20241017100046_580,13.23917318,13.01253533,18.56345286
20241017100305_582,11.89050917,13.95358534,18.33266899
20241017100323_583,12.41866281,14.47047227,19.06876382
20241017100649_584,11.68267929,13.86313705,18.12930127
20241017100829_585,11.98786659,14.87131735,19.10144039
20241017101351_586,11.94168354,14.10245204,18.47925754
20241017101414_587,10.55862416,15.30579284,18.59440343
20241017101518_588,11.34799858,11.01499699,15.81477886
20241017101616_589,12.86252246,14.02812959,19.03241718
20241017102024_591,12.17418163,13.89880619,18.47667481
20241017102304_593,11.07408424,13.2739362,17.28677888
20241017102445_594,11.45398829,14.05702992,18.13267597
20241017102545_595,12.1315554,13.97556188,18.50651146
20241017102722_596,11.81705896,13.41148996,17.8748691
20241017102926_597,11.95062994,13.77925732,18.23966798
20241017102953_598,11.70830406,14.11653398,18.34014492
20241017103032_599,11.42941676,14.43228416,18.40984501
20241017103302_600,12.6987257,13.59131611,18.60057816
20241017103305_601,12.0223138,14.01633121,18.4660112
20241017103745_603,12.38045898,13.53267127,18.34145458
20241017103834_604,11.75027466,14.0056943,18.2819153
20241017104121_605,11.99685437,13.95324722,18.40156577
20241017104219_606,11.98315311,13.89686374,18.34989864
20241017104953_608,12.83957306,13.31529788,18.49734559
20241017105359_609,11.23394233,11.68313163,16.20793093
20241017105426_610,11.87118656,14.07343774,18.41159201
20241017105537_611,11.75756971,14.09140643,18.35233447
20241017105919_612,10.98587497,14.65276077,18.31373383
20241017105942_613,11.62196714,13.80372688,18.04474982
20241017110341_614,11.59771207,14.67378389,18.70365897
20241017110527_615,12.34200309,14.36827298,18.94128583
20241017110727_616,13.3084512,12.1825756,18.04245054
20241017110815_617,11.88234903,14.20871047,18.522356
20241017110913_618,12.84097896,13.55075181,18.66851936
20241017111019_619,12.73916319,14.1928447,19.0715264
20241017111215_620,11.05982319,13.92521035,17.78288988
20241017111438_621,12.30408124,13.90569119,18.5676779
20241017111530_622,12.12319926,12.84243436,17.66069309
20241017111534_623,12.3110091,14.1461101,18.75295646
20241017111808_624,12.7496127,13.61994999,18.65624994
20241017111817_625,11.50102801,14.28766892,18.3415138
20241017112041_626,11.02285671,15.96425129,19.40001777
20241017112222_627,12.83652236,14.13738577,19.09560114
20241017112340_628,11.75408261,14.01764032,18.29351519
20241017112406_629,12.16870767,13.66026897,18.29427218
20241017112544_630,10.61980441,12.88414136,16.69674651
20241017112615_631,11.47650505,13.29473793,17.56303575
20241017112750_632,11.97298461,14.35396449,18.69194096
20241017112926_633,11.89724877,14.39012507,18.67137456
20241017112941_634,13.59148402,13.11875367,18.88994801
20241017113208_635,11.65502703,13.78255869,18.04989139
20241017113407_636,11.94748651,14.1008993,18.48182337
20241017113607_637,12.02624541,14.0930498,18.52686242
20241017113835_638,12.18915356,14.18295493,18.70111427
20241017113911_639,11.82408529,14.08932065,18.39342136
20241017114136_641,11.8309976,14.04882799,18.36687431
20241017114306_642,12.26228351,13.95188018,18.57467516
20241017114422_643,11.99511253,13.95989428,18.40547127
20241017114502_645,11.87151412,14.42518246,18.68204315
20241017114844_646,12.02805125,13.92071801,18.39729346
20241017114914_647,13.03973192,13.13239841,18.50660684
20241017115056_648,12.47653283,13.6738036,18.51045047
20241017115225_649,11.95625069,14.00814901,18.41684472
20241017115322_650,12.09752732,14.00755819,18.50842656
20241017115344_651,11.96808875,13.95262452,18.38235239
20241017115558_652,12.71889914,13.26278166,18.37584754
20241017115625_653,11.32196842,13.26835719,17.44237001
20241017115737_654,11.94584757,14.06937225,18.45671991
20241017115814_655,11.52626235,14.23203539,18.31408079
20241017120228_656,11.74127315,13.40910084,17.82306036
20241017122358_658,13.30739619,12.6820057,18.38260216
20241017123651_660,11.93770601,14.06523176,18.44829448
20241017124111_661,11.54284386,13.64482485,17.87228272
20241017124206_662,11.9506542,14.04355573,18.44016251
20241017124508_663,11.76792049,14.09814854,18.36414291
20241017133707_664,12.25770126,14.35079807,18.87317264
20241017133848_665,11.95364354,13.70201283,18.18336464
20241017134059_666,11.90429372,14.06034102,18.42295846
20241017134425_668,11.83124015,13.77722364,18.16012485
20241017135152_669,12.69232072,12.9008747,18.09772288
20241017135633_670,11.93140938,14.00577232,18.39891813
20241017135723_671,12.29058119,13.61433768,18.34144423
20241017140026_672,12.44130943,13.89453418,18.65058338
20241017140343_673,12.12393748,13.92806347,18.46566576
20241017140659_675,11.83980771,13.97564482,18.31665075
20241017140748_676,12.31996667,14.14920441,18.76117172
20241017141113_677,11.65316094,13.7818986,18.04818243
20241017141213_679,11.92288032,13.91923725,18.32758143
20241017141509_680,13.3655757,13.78667918,19.20185242
20241017142131_683,12.02404041,15.00373732,19.22731602
20241017142157_684,11.05152048,14.8359752,18.49979095
20241017142312_685,11.85535422,13.89380735,18.2643726
20241017142634_687,11.7792545,13.87303067,18.19922571
20241017142652_688,12.31660747,13.26652479,18.10247219
20241017142739_689,12.06474611,13.71985406,18.26998889
20241017143031_690,11.82760972,14.05662172,18.37065502
20241017143043_691,11.61758661,14.41428597,18.5132374
20241017143121_692,12.04565955,14.2002653,18.62110223
20241017143304_693,11.7322119,13.77520988,18.09423121
20241017143558_694,13.74765751,14.30033073,19.83677257
20241017143651_695,11.31113581,13.18777158,17.37409314
20241017143807_696,11.98417126,13.93920991,18.38265306
20241017143830_697,11.2337763,14.85036836,18.62071885
20241017144119_698,11.02960785,14.48026153,18.20247849
20241017144346_699,12.06898346,13.91452634,18.41940295
20241017144346_700,12.82535182,14.07982359,19.0455003
20241017144607_701,11.21784155,13.84499059,17.81919564
20241017144913_703,11.77862586,13.4069852,17.84609984
20241017145045_704,12.508963,14.82851781,19.3999767
20241017145054_705,11.15746916,15.47357095,19.07670087
20241017145434_707,11.99240076,13.91292403,18.36810091
20241017145722_708,12.07675021,14.13708527,18.59314593
20241017145730_709,11.9594219,14.25008224,18.60356461
20241017145859_710,11.97082161,13.93416148,18.37012319
20241017150109_711,12.01045202,14.13849548,18.5512267
20241017150216_712,11.25385206,14.01424734,17.97354485
20241017150327_713,10.45381645,11.33708598,15.42114772
20241017150407_714,13.26805141,12.53459045,18.25259286
20241017150603_715,12.24544598,13.88548072,18.51371173
20241017150731_716,12.04873035,14.41199014,18.78503029
20241017150909_717,12.15934717,14.07240087,18.59790821
20241017150953_718,11.37140034,14.31308218,18.28040118
20241017151017_719,12.18082788,13.96796811,18.53312442
20241017151258_720,11.96713081,14.58763629,18.8682631
20241017151305_721,11.71529494,13.90086895,18.17917196
