InspectionDateAndId,gaze_endpoint_std_x,gaze_endpoint_std_y,gaze_endpoint_std_combined
20241017151431_722,12.94829387,13.40714357,18.63893272
20241017151529_723,10.5253778,13.3795322,17.02337979
20241017151723_724,11.65488198,14.0837847,18.28084422
20241017151859_726,11.92717307,13.96906324,18.36823849
20241017151945_727,12.07841558,12.93358892,17.69649245
20241017152034_728,13.19424417,13.29618472,18.7317006
20241017152248_729,13.25799592,14.12460113,19.37211431
20241017152251_730,13.50408416,15.04768049,20.21862946
20241017152553_732,11.35955882,10.46449951,15.44491264
20241017153126_733,11.86462005,13.86091941,18.24539108
20241017153151_734,12.25334945,13.94253786,18.56176001
20241017153221_735,12.26988838,14.0266269,18.63589072
20241017153326_736,11.82501202,14.05601985,18.36852208
20241017153455_737,11.86260612,13.4941897,17.96704149
20241017153554_738,11.45903557,14.36281189,18.37389076
20241017153736_739,12.64786227,13.37427914,18.40760067
20241017153903_740,11.96301725,12.86053507,17.56437144
20241017154326_741,12.33868347,14.36149898,18.93398434
20241017154628_742,12.95545678,13.23519908,18.52064672
20241017154637_743,11.86959692,13.98708738,18.34464348
20241017154731_744,12.05871789,14.06559272,18.52710382
20241017155021_745,11.91926852,14.07290534,18.44222402
20241017155039_746,12.22920605,14.41309131,18.90213432
20241017155235_747,12.03976749,13.81625223,18.3260696
20241017155740_748,12.84100641,12.67694246,18.04428762
20241017155947_749,11.8926839,14.0324198,18.3941495
20241017160237_750,12.07034586,13.19206296,17.88082141
20241017160410_751,11.62764201,13.11283763,17.5256546
20241017160613_752,12.80121745,13.88068083,18.88238513
20241017161134_753,12.29673227,14.03767689,18.66188621
20241017161221_754,12.74017243,13.50922106,18.56908849
20241017161602_755,11.96833896,13.70875921,18.19811025
20241018095459_756,12.18560634,13.96927679,18.53725158
20241018100023_757,12.70510552,13.41093885,18.47357537
20241018100044_758,13.52411379,13.56072962,19.15189394
20241018100149_759,11.89616157,14.04325779,18.40466651
20241018100457_760,12.01504019,14.25605855,18.64393725
20241018100507_761,11.59766568,14.16100061,18.3040921
20241018100525_762,11.68753868,14.65614795,18.74569906
20241018100545_763,13.80186525,13.52181388,19.32177359
20241018100910_764,11.9757934,13.67901253,18.18062186
20241018100956_765,13.86370971,14.07501004,19.75622319
20241018101020_766,11.96433306,13.46607476,18.01334048
20241018101106_767,11.96124592,14.0343812,18.440045
20241018101516_768,11.99808596,14.02286808,18.45521325
20241018101529_769,13.46275653,13.55389781,19.10376819
20241018101541_770,12.21470562,13.66403432,18.32770764
20241018101635_771,11.57354939,12.85960424,17.30076492
20241018102056_773,11.80169596,13.4282785,17.87732337
20241018102204_774,12.16410045,13.51641357,18.18402528
20241018102226_775,12.54687476,13.59145864,18.49734614
20241018102320_776,12.54486395,12.02773844,17.379301
20241018102631_777,11.09098157,13.59759228,17.54720456
20241018102716_778,13.59424371,13.6050063,19.23277563
20241018103041_780,12.00598266,14.04852465,18.47984482
20241018103240_781,12.19505894,13.88275484,18.47837505
20241018103321_782,11.80170874,13.92212237,18.25118682
20241018103335_783,12.45875074,13.59901616,18.4432565
20241018103433_784,12.08300007,13.85977895,18.38728809
20241018103714_785,11.76993567,13.84377595,18.17089756
20241018104048_787,12.04803849,13.06680845,17.77348347
20241018104142_788,12.74579686,13.31913861,18.43515096
20241018104529_790,12.12726693,14.0541919,18.56316011
20241018104657_791,11.99336083,14.16865948,18.56317903
20241018104927_793,11.79018551,13.91244833,18.23635635
20241018105553_796,11.78298252,14.26671185,18.50345222
20241018105727_797,10.85955749,10.5626367,15.14923374
20241018110104_799,11.12535805,16.56791246,19.95668597
20241018110129_800,12.94050534,13.51189901,18.70903775
20241018110401_801,11.99155936,13.85354065,18.32261128
20241018110540_802,12.49864497,13.07750829,18.08970285
20241018110621_803,12.31246634,13.89591269,18.56591546
20241018110801_804,12.09145718,13.65077719,18.23587274
20241018110817_805,11.78523975,13.79193755,18.14137309
20241018111203_806,12.80770756,14.11526471,19.05985495
20241018111242_807,11.60106321,13.79339334,18.02338391
20241018111337_808,12.11963517,14.0414973,18.54856337
20241018111347_809,12.02910848,14.04102329,18.48918024
20241018111620_810,13.1381908,13.79219556,19.04827331
20241018111707_811,11.80266956,13.96697023,18.28604019
20241018111845_812,11.94370428,13.56251287,18.07190713
20241018112017_813,14.32921058,14.43375236,20.33862048
20241018112422_814,12.06195559,14.15777194,18.59928168
20241018112449_815,11.97513716,13.14077684,17.77874928
20241018112540_816,12.06114447,13.91068994,18.41136878
20241018112728_817,11.81740313,13.93964335,18.27470037
20241018112935_818,13.21431107,12.91780966,18.47938916
20241018113314_820,11.84273908,13.14034351,17.6895194
20241018113616_822,11.99515299,14.0695381,18.48879654
20241018113801_824,11.8095183,13.93244502,18.26411089
20241018114101_825,11.92025585,13.92972962,18.33384485
20241018114240_826,11.38515109,13.85106887,17.92968974
20241018114429_827,12.04084305,13.9687286,18.44199772
20241018114653_828,11.92236805,14.04032211,18.41937851
20241018114802_829,11.95013437,14.13870315,18.51239147
20241018114858_831,11.93457159,14.08683843,18.46274671
20241018115033_832,11.95449832,13.89819494,18.33220807
20241018115127_833,12.80459069,13.70934364,18.75909501
20241018115306_835,11.94230334,14.13713483,18.50613926
20241018115621_836,11.89532882,13.72922968,18.16564327
20241018115849_838,12.38129932,13.90868066,18.62116996
20241018120352_840,11.21155305,15.05478328,18.77086629
20241018120621_841,12.16282474,14.11622418,18.63335962
20241018121337_842,12.26900234,13.76027202,18.4356585
20241018121452_843,12.33161035,13.6951329,18.42892506
20241018121920_844,12.06967792,12.97016249,17.71728648
20241018134031_845,12.49158872,13.88288091,18.67549654
20241018134337_846,12.52501198,14.34682858,19.04487898
20241018134953_847,11.78299109,13.72509658,18.08914468
20241018135142_848,11.8584693,13.95730304,18.3147373
20241018135223_849,12.1863554,13.96199137,18.53225461
20241018135500_850,12.24949105,12.99275177,17.85669705
20241018135534_851,12.17764851,14.17877211,18.69044413
20241018135535_852,11.60441526,14.27663044,18.3979518
20241018135642_853,12.0902689,13.9505723,18.46058151
20241018135921_854,12.87745697,13.52354533,18.67391701
20241018140027_855,12.82646904,13.38883527,18.54128415
20241018140117_856,12.33127194,14.03991492,18.68634471
20241018140358_857,11.29979656,11.98087083,16.46896075
20241018140402_858,12.64308062,15.62675076,20.10081657
20241018140426_859,12.35331044,14.40674821,18.9778469
20241018140957_860,11.76808233,14.01499134,18.3004848
20241018141433_861,12.4779095,12.75510002,17.84350868
20241018142858_863,14.0358189,13.13926623,19.22614182
20241018143008_864,12.00613454,14.28660688,18.66157557
20241018143318_865,12.343739,14.32216816,18.90746925
20241018143343_866,13.34185932,14.10407631,19.41468976
20241018143453_867,11.20634076,14.74175289,18.51759573
20241018143537_868,12.00493231,13.98076836,18.42770424
20241018143701_869,11.89596596,14.05709486,18.41510038
20241018144105_871,11.32125216,14.62759782,18.49695566
20241018144324_873,13.27160359,12.82507827,18.45584175
20241018144353_874,13.40762927,12.95725803,18.64551041
20241018144549_875,12.93864427,13.99252437,19.05778722
20241018144912_876,12.11332503,13.69099882,18.28048391
20241018145040_877,11.71676608,13.75303272,18.06733285
20241018145418_878,12.50911489,13.7816718,18.6121582
20241018145526_879,11.31304734,13.08181218,17.29505276
20241018145638_880,12.0770873,14.05382325,18.53013722
20241018145751_881,11.87115857,14.16185872,18.47924913
20241018150048_882,11.89604118,14.95812377,19.1118095
20241018150401_883,11.02990696,14.91392311,18.5495
20241018150503_884,12.29351942,13.68621304,18.39682166
20241018150658_885,11.80662376,13.79251844,18.15571341
20241018151005_887,12.29215611,13.7003829,18.40645522
20241018151037_888,11.8468821,13.74911989,18.14901963
20241018151430_891,11.95035039,14.11944982,18.49783062
20241018151757_893,12.18646832,13.79575369,18.40741237
20241018151805_894,12.25947303,13.95301996,18.57367614
20241018152026_895,12.10610791,13.84948976,18.39473336
20241018152031_896,11.96454277,13.84550653,18.29886157
20241018152145_897,10.89692183,14.60353166,18.22103297
20241018152154_898,12.0903428,13.77516235,18.32843384
20241018152426_899,11.92674138,14.20524006,18.5482076
20241018152433_900,12.04373149,14.01710776,18.48055135
20241018152911_903,11.84859588,13.72051369,18.12847815
20241018153030_904,11.83371476,14.09676509,18.40531421
20241018153100_905,12.71295683,13.47205874,18.52338085
20241018153456_907,11.79629442,13.89307122,18.22553126
20241018153457_908,12.22480533,14.00380472,18.5890401
20241018153834_910,11.69889266,13.21440232,17.648924
20241018153942_911,11.79289053,13.75816291,18.12068745
20241018153955_912,11.72262734,13.7972708,18.10482459
20241018154113_913,12.40976416,14.50063979,19.08587962
20241018154208_914,11.70494105,14.88779621,18.93811292
20241018154516_915,12.08082726,14.29819063,18.71856412
20241018154521_916,13.40359534,13.00610087,18.67659037
20241018154522_917,11.96311994,14.96632642,19.16004085
20241018154654_918,12.08236004,14.09456515,18.56448736
20241018154946_919,12.03728403,14.01094279,18.47167357
20241018155126_920,11.39412497,15.00072849,18.83740797
20241018155405_921,11.75785008,14.11111178,18.36764857
20241018160508_922,11.84184736,14.09061149,18.40583281
20241018161000_923,12.14865019,12.18148811,17.20402145
20241018161707_926,11.85583374,14.17672912,18.48081281
20241018162429_928,11.72143669,13.98638056,18.24858677
20241018162936_929,12.02826092,13.77043691,18.28398188
20241018163807_930,12.02520801,13.39123099,17.99807476
20241025101831_931,12.12129492,14.00240149,18.52007123
20241025102153_932,13.22624015,16.65730305,21.26967733
20241025102538_933,12.20424587,14.00065492,18.57315147
20241025102646_934,11.84023263,14.04941688,18.37327471
20241025102908_935,12.04234269,13.63310801,18.19009762
20241025102948_936,11.68985869,13.74267776,18.04200621
20241025103029_937,11.77602161,13.87637204,18.19968093
20241025103228_938,11.7376881,14.37554328,18.55881371
20241025103338_939,11.67558232,13.52989235,17.87112782
20241025103526_940,11.71721753,14.076719,18.31521784
20241025103539_941,11.86093463,13.98174579,18.3349662
20241025103844_942,11.85978698,13.93935456,18.30191664
20241025103925_943,11.72378747,13.63254163,17.98036106
20241025104007_944,11.83073435,14.066097,18.3799173
20241025104114_945,13.08637411,13.88500808,19.0800062
20241025104213_946,12.05796858,14.06788361,18.52835545
20241025104442_948,11.67238016,14.0230623,18.2452935
20241025104550_949,12.50235564,14.56651101,19.19614908
20241025104712_950,11.80184287,14.16741414,18.43906501
20241025105116_952,12.76240848,13.1204669,18.30370787
20241025105128_953,12.03077945,14.05071186,18.49762573
20241025105515_955,11.93594818,13.6199174,18.10991466
20241025105641_956,12.02010798,14.31756715,18.69426984
20241025105730_957,11.93727565,11.72705698,16.73387031
20241025105820_958,12.03694612,14.14302929,18.57184292
20241025105951_959,11.94029596,14.52850373,18.80553345
20241025110050_960,11.87514056,14.01156594,18.36689803
20241025110207_961,12.02407406,14.43104612,18.7838614
20241025110507_962,12.03683798,13.87103623,18.36548705
20241025110642_963,15.99576653,13.27410335,20.78620616
20241025110716_964,11.69038803,13.46203473,17.82951349
20241025110740_965,12.46776542,13.85557151,18.63926062
20241025111132_966,11.85078882,13.84911969,18.22743294
20241025111206_967,11.93399864,14.19813188,18.54743304
20241025111235_968,12.07760437,11.0776971,16.38852953
20241025111535_970,11.77859609,13.75150211,18.10632862
20241025111713_971,11.23199448,11.90797087,16.36940653
20241025111903_972,10.47311076,13.3887918,16.99840565
20241025112109_973,11.85583467,14.00003435,18.34562011
20241025112304_974,11.2221442,13.17333245,17.30529423
20241025112439_975,12.45899925,13.9683914,18.71744162
20241025112608_976,12.0326422,14.048871,18.49743914
20241025112728_977,11.96503329,13.89774816,18.33874111
20241025112917_978,10.00077151,18.6873665,21.19511966
20241025113138_979,10.70933017,15.43951835,18.79011654
20241025113242_980,11.77371205,14.50956604,18.68549711
20241025113254_981,12.74471424,13.16473027,18.32315105
20241025113640_982,11.8754687,14.08110382,18.42021286
20241025113741_983,14.34880272,15.54716799,21.15662005
20241025113824_984,12.30355717,12.08851542,17.24847019
20241025113851_985,11.74681298,14.77394615,18.87477417
20241025114249_986,13.26201474,14.73556239,19.82467739
20241025114353_987,12.09215122,14.34091818,18.75851954
20241025114703_989,13.13466591,13.27055446,18.67155763
20241025114849_990,12.12107669,13.68981128,18.28473224
20241025114926_992,10.90569212,15.55854963,19.00006809
20241025115232_993,12.75281389,13.63265613,18.66771478
20241025115404_994,12.00275824,13.91055185,18.37306883
20241025115439_995,11.8253801,13.51676593,17.95947036
20241025115442_996,12.46142833,13.62116176,18.46139875
20241025115607_997,12.1198838,13.78210849,18.35314953
20241025120042_999,12.79360877,14.62899107,19.43408874
20241025120152_1000,12.03036256,13.78070673,18.29309983
20241025120239_1001,11.94544796,13.66938323,18.15339541
20241025120535_1003,11.92816455,13.987321,18.38277069
20241025121507_1005,12.57002838,12.29174463,17.58102953
20241025121548_1006,12.3810119,14.07041631,18.74209355
20241025122016_1007,12.33913118,14.06630428,18.71136217
20241025133559_1010,12.31387873,13.31725314,18.137829
20241025134005_1011,11.46708528,14.94292409,18.83573797
20241025134021_1012,12.23025567,13.83613645,18.46666796
20241025134521_1013,11.63052683,14.62941874,18.68927626
20241025134707_1014,10.63840078,12.18055822,16.17224689
20241025134813_1015,11.65483862,14.05138339,18.25586586
20241025134941_1016,11.94764268,14.00885277,18.411793
20241025135228_1018,12.11348656,14.37752568,18.80026067
20241025135259_1019,12.03468595,14.15349666,18.57835121
20241025135354_1020,11.66413557,14.1710717,18.35405491
20241025135702_1022,10.21632072,13.4196419,16.86594195
20241025135911_1023,11.9086032,13.75989817,18.19751708
20241025140007_1024,12.18965034,14.10787675,18.64456387
20241025140351_1025,12.16778611,14.06575272,18.59839828
20241025140435_1026,11.40388458,13.82002535,17.91763612
20241025140449_1027,12.79522109,13.37052727,18.50644974
20241025140534_1028,12.00453635,14.00894816,18.44883524
20241025140704_1029,12.02411524,13.84464143,18.33721472
20241025141028_1031,12.04676889,14.0763926,18.52753273
20241025141056_1032,11.53817893,14.48174622,18.51622388
20241025141237_1033,11.54228701,14.25791035,18.34427422
20241025141427_1034,11.86387762,18.68693667,22.13488637
20241025141516_1035,11.71792084,12.50798701,17.13941095
20241025142142_1036,11.40232979,14.37509176,18.34819849
20241025142147_1037,11.41790541,15.16296128,18.98114746
20241025142205_1038,12.03367523,13.86106109,18.35588064
20241025142535_1039,12.35234555,13.89290313,18.59013712
20241025142701_1040,11.81758388,14.12183333,18.4141648
20241025143033_1041,11.69866776,13.69461827,18.01114647
20241025143040_1042,12.00125596,14.20560161,18.5964852
20241025143319_1043,11.59642049,14.42156872,18.50563732
20241025143444_1044,11.07727864,12.97904723,17.06346299
20241025143530_1045,13.17775939,12.88441847,18.42990998
20241025143730_1046,11.9726367,14.02778742,18.44241984
20241025143837_1047,11.96812939,13.95222728,18.38207733
20241025144016_1048,13.86622056,13.63281012,19.44545151
20241025144229_1049,12.1803654,14.07645559,18.61472276
20241025144526_1052,12.17532778,13.92892013,18.5000925
20241025145023_1053,11.74412481,14.13485981,18.37712516
20241025145328_1054,11.9486537,13.95466167,18.37125221
20241025145352_1055,11.63405044,13.92426745,18.14487128
20241025145448_1056,11.98448011,13.69333607,18.1971211
20241025145459_1057,11.84998858,13.90004314,18.26563518
20241025145810_1058,11.84270658,14.107159,18.41905628
20241025145902_1059,11.56391651,14.09421936,18.23105001
20241025145917_1060,13.2568886,12.88391008,18.48621742
20241025150237_1061,12.08998065,13.77652528,18.32921932
20241025150254_1062,12.68530472,13.44602515,18.48546857
20241025150525_1063,12.09654248,13.73535793,18.30263362
20241025150716_1064,11.94555557,14.17966628,18.54074523
20241025150745_1065,12.01661225,13.63534116,18.17474892
20241025150856_1066,12.58478999,13.4762478,18.43871454
20241025151053_1067,12.01189516,14.08112656,18.50847781
20241025151116_1068,10.20844783,13.79104633,17.15824484
20241025151216_1069,12.4591169,14.2649066,18.93982983
20241025151339_1070,12.01761984,14.11603298,18.53875869
20241025151602_1071,12.66891595,14.40621902,19.18438369
20241025151736_1072,11.94019773,14.01026109,18.4080346
20241025151740_1073,12.39975821,13.54070402,18.36041037
20241025151822_1074,12.09678655,13.89056556,18.41955636
20241025152205_1075,12.36464299,13.09068846,18.00695756
20241025152226_1076,11.6747468,13.77885134,18.05980224
20241025152251_1077,11.95429172,14.02151929,18.4257454
20241025152402_1078,11.56267114,14.32380959,18.40833738
20241025152612_1079,12.80188517,13.75376853,18.78974222
20241025152902_1080,11.85635872,14.31220005,18.58527139
20241025153208_1082,12.15734776,14.07708822,18.60014831
20241025153214_1083,11.87945062,14.09837736,18.43598631
20241025153237_1084,12.05994997,13.33528581,17.9797731
20241025153527_1085,11.66796417,14.19914382,18.37816838
20241025153605_1086,12.61189764,13.7702572,18.67297366
20241025153610_1087,12.35253946,12.51712248,17.58589168
20241025153737_1088,12.1259887,14.07838641,18.5806503
20241025154051_1089,12.01821546,13.9983999,18.44973449
20241025154153_1090,12.75781654,13.80514088,18.79744126
20241025154216_1091,12.36014041,13.88966323,18.59289691
20241025154643_1092,11.75402925,14.8555399,18.9431853
20241025154755_1093,12.17797692,13.6473077,18.29076623
20241025155323_1094,12.32292545,14.41494099,18.96430899
20241025155549_1095,13.69259999,12.79426132,18.73980835
20241025155552_1096,11.47105037,14.47894162,18.47226968
20241025155721_1097,12.8498767,13.67753765,18.76684223
20241025155723_1098,12.27648233,13.37287824,18.15339888
20241025155944_1099,12.17817289,11.99618643,17.09433777
20241025160109_1100,11.97228701,13.92945898,18.36751164
20241025160249_1101,10.77819953,13.83555351,17.53830453
20241025160531_1102,12.05970256,13.83564951,18.35379043
20241025160551_1103,17.7077038,13.89734567,22.50997535
20241025160932_1104,11.87671128,14.14898755,18.47295644
20241025161417_1105,10.69730332,14.93100732,18.36756047
20241025161601_1106,12.62034522,11.25862302,16.91241277
20241025162157_1107,12.42701568,14.24474477,18.90353068
