InspectionDateAndId,less_than_sensitivity_count,mean_velocity,max_velocity,std_velocity,mean_velocity_x,max_velocity_x,std_velocity_x,mean_velocity_y,max_velocity_y,std_velocity_y,mean_acceleration,max_acceleration,std_acceleration,mean_acceleration_x,max_acceleration_x,std_acceleration_x,mean_acceleration_y,max_acceleration_y,std_acceleration_y,mean_jerk,max_jerk,std_jerk,mean_jerk_x,max_jerk_x,std_jerk_x,mean_jerk_y,max_jerk_y,std_jerk_y,manhattan_distance_sum,manhattan_distance_mean,euclidean_distance_sum,euclidean_distance_mean,gaze_endpoint_std_x,gaze_endpoint_std_y,gaze_endpoint_std_combined,exclude_initial_seconds
20241015141528_290,1,22.23487196,309.3838114,29.30772506,0.999354397,308.594,27.95227599,0.369253748,170.7953174,23.89283341,1485.78581,10169.25275,1286.305962,-4.688227349,8461.633333,1219.185803,5.882592776,10146.78853,1541.321477,152979.7452,842130.8038,123002.0813,262.8839697,741143.8957,113968.2085,561.5114829,781775.6179,159822.3309,33912.1209,22.07820371,27262.80065,17.74921918,12.2728473,13.75338682,18.43307978,5
20241015141723_291,1,11.481486,148.6043821,18.92994657,-0.624335242,138.3266471,15.63598047,0.362270713,116.36945,15.65766515,679.2800296,5266.738179,798.5403373,3.574098563,4174.102001,673.9098038,0.567141417,4221.857708,803.06943,55237.18704,496341.055,63785.00498,-304.5295222,283284.5134,53171.76973,-171.8338483,476882.3961,65515.75636,26739.37876,22.79571932,21135.91528,18.0186831,12.39631834,14.02639044,18.71919702,5
20241015141910_292,1,16.17705305,174.2588973,21.08707721,-0.636471532,115.065,18.16740646,0.423863793,149.78475,19.38356151,1299.074784,6030.575153,1170.87136,-3.31165267,4558.444444,1088.528704,2.012886988,5784.950864,1368.804325,139005.614,777938.3254,122531.9172,321.7971407,473771.3083,113622.81,-384.8098993,715576.8103,146377.0367,29078.72338,22.24844941,23177.8994,17.73366442,11.99417172,13.90076229,18.36004759,5
20241015141929_293,2,13.71577081,166.350629,20.85601253,0.699097743,138.9642667,17.66214597,0.393751258,125.5252632,17.62102294,1103.651849,6531.747657,1155.085619,-0.390174332,5332.959436,1040.846852,4.495264867,4823.281418,1211.976757,113478.784,601607.8516,110357.4659,56.18433743,561719.2213,102092.4906,-463.2593168,494830.1547,120967.3935,31631.69878,22.72392154,25194.05947,18.09918065,12.86361053,13.66062748,18.763934,5
20241015142319_295,5,14.09570606,141.1094898,23.58498809,0.90657185,140.1466667,19.44854979,-0.288995228,117.1872222,19.38528083,1177.753716,7745.31462,1398.239113,-6.250975591,7660.795322,1171.191612,10.01252004,7389.372781,1403.690606,121322.6339,751416.6665,133122.49,503.6860118,587227.7512,115311.8176,-147.9308346,718452.3738,138360.7169,27920.06976,22.14121313,22188.4842,17.59594306,11.87269799,13.92394228,18.2985553,5
20241015142815_299,8,16.30336917,156.5093332,23.75078351,-0.076708733,154.3874,17.81292864,0.220844745,108.7492133,22.63944523,1476.731197,7563.313921,1604.396189,-7.527799072,5943.466667,1178.483683,17.31496521,7298.877551,1834.568584,160692.9063,1020447.116,165157.386,348.5607555,692780.1307,121110.6134,-1661.44021,984769.1934,196031.91,29747.94007,22.58765381,23646.97184,17.95517983,12.09132696,13.95732264,18.46637601,5
20241015142929_300,2,11.91584663,123.0095025,18.53590634,0.49605116,90.90040909,15.89899927,0.616496795,94.47805263,15.23689311,780.5598435,5326.661137,873.7692923,0.802206265,3419.699908,702.9305559,2.853022605,4997.532197,937.3506792,69203.10617,499985.4413,71426.72208,7.501177487,240080.6276,58076.84316,-242.5505971,471066.8876,80733.31364,27509.9166,22.54911197,21826.76357,17.89078981,12.10946741,14.01075199,18.51864931,5
20241015143136_301,1,12.04100446,153.8783416,21.08431961,0.534068634,109.8247222,17.21712272,0.557780193,153.1235267,17.10288453,898.1452643,9873.904346,1094.800172,-0.55317932,4827.746528,940.4484169,-7.164154157,9515.305481,1058.658338,93859.51364,652494.8224,101926.6805,451.6221251,383202.6236,92025.60562,524.9619583,595857.6082,103583.1302,29598.25374,22.28784167,23408.68804,17.62702412,11.91921588,13.92823986,18.33203678,5
20241015143331_302,1,14.16099265,188.1208326,24.35838007,0.313255673,116.7233571,16.30142348,1.312905262,181.2507143,22.94136299,1108.531735,11308.61903,1353.469443,-0.456132733,5084.650191,1038.227454,-3.588806275,10386.57276,1408.11676,115238.7545,858257.5576,131655.3613,372.1138571,520735.6682,105008.9099,444.090727,762446.6185,139949.6261,30580.17386,22.90649727,24198.12895,18.12593929,12.05686252,14.28268171,18.69125278,5
20241015143351_303,1,14.50018523,127.3966373,20.70541141,-0.241077956,98.44866667,18.15313984,0.58494617,123.9863158,17.57932498,979.0792263,7481.114639,1099.994371,-0.426447525,6835.611111,991.7619808,-0.718089993,7058.518006,1088.573022,87874.54306,761076.5158,93941.28712,-8.183784945,571218.1196,85714.9026,7.158504162,737565.239,95915.88031,35374.71662,23.07548377,27683.80587,18.05858178,10.99179624,14.48210453,18.18105982,5
20241015143505_305,1,12.11706094,156.1022924,20.99041873,-0.691863411,102.638,18.26593778,0.494595469,117.6153333,15.90764161,971.9736685,7506.036622,1154.431484,-0.01841446,5454.504112,1069.323532,-1.927593969,5156.449424,1064.888882,102899.2823,611337.6124,111957.5752,130.1977618,567793.1695,107619.7966,198.5128926,535622.8806,107427.5754,28425.74609,22.40011512,22650.74754,17.84928884,11.88425751,14.06330192,18.41227953,5
20241015143818_307,1,16.66418901,187.9099458,21.79510791,-0.499328191,130.19,19.11014378,-0.255621894,150.785875,19.6776436,1514.145855,7995.781907,1442.439471,5.792575148,6867.355942,1344.601358,-10.82960656,7184.108844,1601.613452,162501.5964,966548.9091,149506.2711,-514.9548803,798694.5026,140187.7525,627.5625874,943923.4265,170603.7191,62253.83231,36.57686975,47482.61463,27.89812845,26.61516735,17.30251157,31.74498447,5
20241015144000_309,1,15.93136724,150.6504879,23.42332053,0.664033985,148.7775263,20.6555826,0.640532251,129.9931875,19.36378299,1298.61089,9269.84057,1385.651601,-0.3858363,6175.359701,1255.784628,0.173235887,8971.295918,1424.579023,136549.7847,792571.1934,135000.4009,-151.9884496,634119.0995,125296.0272,824.7151672,758102.5458,145503.1074,32044.8131,22.53503031,25715.38376,18.08395482,12.47587606,13.36383871,18.28222274,5
20241015144103_310,1,17.31743898,141.3309642,20.94710056,0.536804044,84.94944444,16.0259071,0.531056132,139.5164375,21.93797705,1216.686579,7253.310011,1120.210779,4.975568804,5104.951499,920.7658948,1.808249267,7244.005335,1373.812419,113391.8024,672018.7378,95873.90214,-560.2123121,432577.3005,82777.1039,-109.3529863,672014.4331,123276.6451,30810.03,22.37474946,24235.83538,17.60046142,11.80188522,13.37144601,17.83479922,5
20241015144408_311,1,13.05307645,143.6875195,20.36465009,0.624897561,120.1123571,17.44302082,0.589107741,94.62371429,16.73634542,1056.122137,6902.595516,1191.599675,-0.783954541,4737.120316,1007.178631,3.558552838,6656.839541,1233.240317,111757.3659,780623.2654,119703.9559,152.8944321,468805.0372,101579.9303,-299.7626857,758818.3223,128452.9113,29180.87208,22.41234415,23207.85385,17.82477254,11.9488428,13.99899283,18.40507117,5
20241015144448_312,1,22.11110905,188.544309,25.51072237,0.297791459,167.4127273,19.64293949,-0.07910585,134.1566667,27.45465516,1530.920446,10769.6627,1576.392014,1.411430278,10662.54754,1187.070599,1.582863466,10340.97082,1849.212829,130335.8383,869337.6057,135002.2104,-152.2920972,664746.3129,99827.50716,56.73552233,863624.8903,158894.5246,56473.62202,25.60000998,43448.48443,19.69559584,11.8099535,13.82619043,18.18346896,5
20241015144500_313,1,13.44216398,160.1312717,21.87832376,-0.6535,111.8277333,17.22988512,0.817337004,159.9587692,19.01022829,1167.339983,9815.49287,1468.888973,-4.011180143,5080.918367,1133.621552,-6.419332964,9318.422091,1495.04593,131528.3957,1058850.788,157661.1124,573.930007,526025.9767,122836.3611,538.0200593,1005229.05,164521.5935,29791.59312,22.58649972,23492.61061,17.81092541,11.84760555,14.04457023,18.37432203,5
20241015144558_314,1,17.24786832,165.0371681,21.07928375,0.421931691,111.478,17.66211472,0.104449469,156.1907143,20.72886713,1360.083662,12824.63196,1329.38808,2.864489189,5947.728795,1172.26058,-25.0756969,12804.97738,1497.420573,136646.1018,1232731.664,127126.5302,-310.1570215,598810.6864,115639.4661,2173.131512,1193512.452,146478.6913,36703.75271,23.36330535,28827.60623,18.34984483,12.92837121,13.97146505,19.03535179,5
20241015144800_315,1,15.58266188,190.7822965,21.68316565,-0.778467033,156.1214615,18.20301743,0.788209716,170.6782857,19.50389435,1299.776911,9035.972666,1316.789998,14.86333675,7659.338922,1156.848404,-8.379114829,9021.154532,1443.872072,139785.6424,882279.4571,136064.0986,-1031.336233,642538.4366,119867.3804,391.8556528,874808.1376,153896.2594,29660.52656,22.43610178,23473.82928,17.75630051,11.99355561,13.82886706,18.30527083,5
20241015144952_316,1,20.39498562,172.1739192,21.49765146,-0.031591495,140.7853846,22.39312773,1.003831721,106.4713333,19.38152757,1575.272205,9465.439821,1290.379946,-11.16190924,7814.663285,1481.359518,-10.89855385,6691.418562,1397.101835,163032.1827,982744.0857,132103.7186,1010.538331,781029.2936,153449.3399,772.4402035,677308.6895,143117.3201,30853.74779,22.68657926,24175.98829,17.77646198,12.14627788,13.5690142,18.21126609,5
20241015145103_317,2,18.22479402,262.7522558,26.62776655,0.274090248,258.1528571,20.86764319,-0.788106624,198.7837886,24.59728235,1417.438366,13686.18703,1407.577563,2.719775734,7326.294958,1077.248344,4.126901898,13647.13729,1682.235922,144165.4841,968849.7325,133455.9532,-546.4575827,601355.4593,104779.8109,-375.717988,878637.129,166177.4043,75396.47209,17.5585636,61958.39374,14.42906235,10.97630032,11.46069068,15.86904532,5
20241015145223_318,1,11.72973739,147.3621455,19.94005632,0.60349868,145.5777857,16.59990584,0.652595873,132.0371429,16.08867985,958.1165661,8073.105884,1187.934219,1.765927597,8070.102154,992.532292,1.236916666,7458.331633,1159.331731,103724.0802,719946.9339,120768.0855,-669.4418192,639316.0143,103504.5936,216.6100068,713178.9999,120954.2034,29487.26151,22.6129306,23479.40481,18.00567853,12.03365806,14.15347148,18.57766619,5
20241015145350_319,1,12.43249251,148.4032461,19.5722519,-0.318521959,137.1480526,16.15752566,0.693219972,128.1419048,16.61301504,828.2555521,4234.476047,871.9802382,-0.813537686,4053.805132,737.4181597,4.741313477,3658.022218,950.0253214,74336.50606,409588.0332,74687.05404,162.5351493,393807.1133,63981.89793,-510.4621382,361060.7151,83726.35142,27716.1328,23.07754605,21843.37473,18.18765589,12.58100282,13.99688956,18.8200571,5
20241015145528_320,8,15.45584762,216.0864973,23.61331923,1.101858333,133.7778571,17.72726392,0.686433826,195.0908571,21.92101506,1110.564308,8897.550211,1176.879503,6.919497349,7054.514793,985.5741833,0.568043399,7201.776896,1283.352552,115412.956,775753.0994,112232.3318,-984.8980876,600737.7832,97550.18985,51.99053729,657612.7686,128059.4957,82851.9088,22.9189236,64758.13375,17.91372994,11.96068684,12.92693669,17.61146564,5
20241015145619_321,3,13.54040352,118.1235101,19.80868081,-0.702165506,108.5556667,16.65345033,0.630995007,90.8239375,17.24812348,1157.334644,6437.592326,1229.545892,4.920701926,4511.83642,1024.398968,0.527775527,6115.853762,1342.307283,125080.1702,716598.0876,124245.7331,-334.2857234,452509.5701,106204.4535,84.73596097,680783.8843,140721.5203,29439.90236,22.42186014,23483.62382,17.8854713,11.95550064,14.10292675,18.48855155,5
20241015145645_322,1,15.91559869,156.6504666,24.33605481,-0.465797417,116.1890667,16.81639266,0.451464366,153.5379286,23.71366686,1264.102213,8265.751289,1424.059731,-0.758417144,4764.473373,944.4887768,-17.48283926,8139.981497,1653.340633,134837.1115,940576.1322,143996.0262,122.8360894,462399.1187,96791.39506,1669.358365,926495.9105,171885.2122,29467.29623,22.03986255,23337.7681,17.45532393,11.84718036,13.8585175,18.23222942,5
20241015145734_323,1,19.37859658,309.6609505,33.16650233,-0.856096046,101.1630588,15.51959677,0.351795401,305.5392778,35.12594964,1087.306213,14256.3615,1433.234679,0.796106422,5095.611111,714.0277665,-2.118979368,14248.73823,1651.228534,89208.95088,1305358.171,116517.5618,229.5462899,454343.8044,58961.07685,150.6170223,1302494.431,134380.4121,38060.65224,22.32296319,30938.35472,18.14566259,11.15691718,14.77380504,18.51329566,5
20241015150232_325,8,17.20050834,139.6012825,20.63746234,0.630634494,132.5442857,17.738272,0.489735951,132.1378571,20.16131206,1463.73867,11804.59157,1385.388108,5.150411517,4640.6875,1180.733692,9.161964788,11041.15846,1633.275416,157603.5827,1165965.134,143075.0754,-501.5851279,553022.2157,123735.0036,-1037.41038,1165708.626,173198.4051,35773.49197,22.55579569,27870.91882,17.57308879,12.09228834,13.43399517,18.07472443,5
20241015150251_326,10,27.2552224,219.7833505,28.78607123,-0.365303644,177.7679333,23.19700568,0.846723338,168.7349375,32.13306063,2065.281916,13038.63676,1697.959672,-6.082453964,9566.733806,1447.561024,0.185018471,10051.25926,2247.884893,213046.4823,1274789.506,169223.0206,625.2820839,932345.4245,147209.8134,-261.6925631,1214730.264,228810.0646,108407.7056,22.96286923,85637.7183,18.13974122,11.92027689,13.82086582,18.25128306,5
20241015150413_327,1,14.93365998,359.6480085,34.72946885,0.598293523,149.5963158,18.31649403,0.67616865,357.7974118,33.05814717,792.2454955,7763.131927,951.1128406,-0.465922803,4530.286833,710.8203349,-4.387210822,7640.585269,1013.401967,66883.05065,520005.6553,68409.71933,-56.79516689,269367.0281,58256.92342,219.7897183,507922.719,75890.12784,32477.68728,23.0174963,25384.15573,17.99018833,12.34989008,14.16709232,18.79431536,5
20241015151246_333,5,21.66737833,297.8241407,28.00446819,0.522808551,137.8141176,18.14235358,0.056492208,296.3588235,30.40236847,1672.821818,18007.50874,1793.928197,6.208272556,7358.364696,1259.362913,-54.44007395,17906.88078,2104.165868,170883.4836,1925247.601,172885.7247,-1320.418433,725442.2148,127038.3579,2250.654776,1922107.582,207231.9605,45383.82396,25.03244565,35328.44865,19.48618238,12.70546428,15.068785,19.71032988,5
20241015151508_334,1,17.21610735,242.8032781,28.27272123,0.603608028,185.5,22.65212171,0.737078978,181.2027647,24.11876597,1296.18609,9580.693534,1378.746005,11.53867566,9290.265628,1133.251261,-8.843658884,9073.359632,1515.44355,135637.8731,1028465.951,135653.3364,-822.9381046,570019.327,109519.0618,1126.161757,997531.9674,157489.9677,29742.3395,22.8260472,23571.42448,18.09011856,12.08164721,14.19148007,18.63771193,5
20241015151621_335,2,24.73415141,184.8295229,29.54469191,0.12563244,148.9329412,23.56069844,0.053003939,182.9040769,30.48839061,1939.997896,13034.92765,1872.907774,-6.637299333,12827.18974,1648.178713,-6.337507788,12584.29687,2134.197292,194873.9458,1384825.46,188129.7986,871.5756982,1084740.367,164351.617,1343.620837,1301988.784,215301.3165,31145.5538,22.96869749,24330.09542,17.94254825,12.32411728,13.81764035,18.51515734,5
20241015151807_336,1,19.05798042,301.6787337,28.83291245,-0.82450221,301.677375,24.03203699,-1.814546027,179.4466875,24.75948859,1379.137202,13082.58019,1353.244573,2.476824121,6382.60997,1116.661149,1.375955898,12932.21309,1576.816459,138055.0697,1106639.699,127109.6845,257.1769854,610294.4108,105634.885,238.4634552,1097020.459,155103.9078,37524.3647,22.71450648,29588.392,17.91064891,12.35424663,13.6393068,18.40266556,5
20241015151923_337,1,15.86168427,324.0792861,26.96816062,-0.521583063,162.0714667,21.59529811,0.893739187,288.4745,22.61519392,1141.046907,7163.763277,1250.061532,0.050238637,6236.556424,1109.076187,1.80272513,6546.619048,1278.510319,120030.7538,750085.6384,123869.1644,202.5697051,507491.5934,112911.063,-96.08775095,730018.7607,130391.6919,29584.90845,22.89853595,23503.30118,18.19140958,11.99307591,14.21271755,18.59664513,5
20241015152015_338,1,11.01353446,141.6189068,18.87504797,0.539532492,132.2395263,16.00506433,-0.070720839,92.55545455,14.86967371,665.6453646,4469.038962,723.5190711,-0.652241332,3636.546296,620.9580579,0.263438207,3885.121107,762.2166314,58402.10213,321044.5016,58684.59718,66.3195473,300363.3134,50803.07681,-118.1293828,286565.9475,65373.66835,33134.3873,22.01620419,26488.30052,17.60019968,12.50421466,13.24110296,18.21214408,5
20241015152031_339,1,20.80489096,222.459706,29.31533183,-0.454837072,176.519,23.01471409,0.260895998,221.3998095,27.60942157,1571.09051,12622.60637,1613.623791,7.196464724,8408.234568,1301.236777,4.878303324,12498.14116,1838.155161,163037.3796,966000.5457,154407.7982,-762.1380517,596782.5634,129016.6862,8.516042952,962501.2531,183785.3886,30149.78166,22.75455219,23651.51625,17.85020095,11.95946922,14.05531053,18.4548275,5
20241015152420_340,1,12.61531598,196.9649905,19.93127156,-0.561767763,125.5620556,14.95696635,0.037138447,169.8688889,18.23112664,654.0489999,4606.460274,679.7546135,0.461269693,3597.421053,590.7354544,-1.431784047,4030.030864,735.4425803,50941.79885,347867.9977,49855.03039,133.1712642,235609.7745,45019.24688,64.38153295,342839.6801,55261.52781,47436.80358,22.70790023,36448.93117,17.44802832,11.25617557,12.48978082,16.81356933,5
20241015152436_341,1,13.14548693,149.7742275,20.06726621,0.583272872,149.2473333,17.52044717,0.452705734,110.051125,16.37033235,1072.341282,7764.152334,1119.669943,5.358545394,6023.863075,1046.496834,7.350625515,7159.812788,1143.82614,113797.5711,903333.7161,112136.8504,-271.6351814,614028.2601,105545.2391,-603.5459022,779306.8716,119934.6691,29744.04861,22.61904837,23541.63886,17.90238697,12.04238095,14.0617274,18.51353874,5
20241015152539_342,1,14.69369612,127.7418793,21.55618541,0.612458268,102.2198125,18.30704402,0.628568259,100.1526667,18.56490698,1259.605972,7630.571146,1386.820112,-1.403568829,7132.973795,1261.203451,3.978991649,6302.039216,1385.361066,131313.4221,824242.3757,136298.4855,292.3942687,695482.4242,128303.4205,-511.3068854,719120.9535,139134.3858,29341.5464,22.60519754,23222.96272,17.89134262,12.02580281,13.90336644,18.38269653,5
20241015152656_343,5,13.90547539,163.1875172,23.55118551,-0.120941856,143.5714375,19.06896222,-0.662050442,156.8550526,19.59444632,1073.133077,8778.455356,1259.807308,-6.430468891,7437.597656,944.6453172,16.64911663,8272.694877,1358.696337,112630.3299,963457.3845,124701.6243,363.3894681,714827.0597,91646.42149,-545.7653302,950710.4356,140842.4291,25768.89274,22.2145627,20250.19911,17.4570682,11.62541359,14.03962671,18.22803772,5
20241015152912_344,1,17.35466891,162.1338608,21.80611893,-0.381779643,162.0087692,18.95907303,0.256126503,111.28,20.42139929,1410.880829,7361.481296,1290.956176,3.190454116,6781.755424,1169.915926,4.363111296,6395.679459,1512.752482,151893.7794,948151.6427,134498.2905,-360.6569761,716600.8893,123281.4481,-276.1160351,807559.405,161130.3466,32581.93637,22.65781388,25644.00016,17.83310164,11.72285641,13.89614684,18.18043618,5
20241015152958_345,1,18.04136501,146.0149517,23.68176509,-0.096360322,110.858,18.00792763,0.283597496,145.0276923,23.70530909,1556.203289,10694.6288,1663.420075,2.139904474,5561.490592,1245.029744,-2.925435894,9637.153646,1907.517449,165048.4045,1245421.569,172079.2402,-530.2079217,648050.5121,129097.8454,513.2937798,1069857.581,200463.0701,29097.70682,22.09393077,23420.60507,17.78329921,11.84044905,14.153825,18.45337356,5
20241015153130_346,1,13.4283521,127.9496784,17.4106879,0.272003436,90.59821053,15.31232715,0.463446689,110.0922727,15.77011609,841.2659121,5804.478984,769.3591662,-4.199360551,2833.268698,684.3280372,0.790940618,5790.952381,911.7668226,74131.06532,541273.3534,64932.07399,154.0872473,239211.3329,57851.07862,-78.87311421,536068.2068,79779.77073,28100.6644,22.64356519,22240.37144,17.92133073,11.9589265,14.2093055,18.57202966,5
20241015153136_347,1,13.81469224,149.8924206,22.47949553,-0.455099212,121.5075,16.13467513,0.33641957,148.2915789,20.86924546,1179.251125,10936.56623,1355.487771,4.999377335,4616.556122,954.2237516,-4.292720171,10500.16859,1522.298895,127468.1609,1219865.985,138798.0576,-554.1183779,624182.4627,98705.03376,-53.82159043,1156716.041,160530.493,30570.71458,22.24942837,24361.18557,17.7301205,11.92483238,12.90593844,17.57170664,5
20241015153459_348,2,16.68806693,232.6656128,23.32327226,0.82874833,131.0688462,20.0046649,0.632147427,192.2348692,20.52300063,1331.96746,13232.11539,1362.2225,-10.29364169,6934.933867,1178.058428,-4.86035203,11269.23112,1497.276264,139993.6669,884587.1238,134336.853,715.2374836,566696.8956,118235.1009,1081.241542,862596.0935,153829.1166,29429.83589,22.51708943,23258.64334,17.79544249,12.05830773,13.95069002,18.43975426,5
20241015153546_349,1,17.03246896,218.8277992,22.42492596,0.574076305,119.3427857,17.00814867,0.696402902,218.7803571,22.42522333,1340.140195,9317.702354,1247.377505,-2.144759829,4181.976562,1025.695363,-1.150164404,9317.343367,1516.532057,135001.6746,1040291.588,120465.0643,408.5877982,391344.3317,101134.0238,-285.4263236,1020187.965,150029.8126,28800.13687,22.62383101,22571.26423,17.7307653,12.08034675,13.8704313,18.3935761,5
20241015153548_350,1,17.80845711,145.0245112,21.10656009,-0.547251982,101.8228333,17.08219496,0.038764164,144.6315789,21.69160324,1173.188237,9460.270006,1184.560355,-0.646368963,5971.205556,924.310262,-3.839878459,9049.689751,1387.511893,105398.3134,875760.5276,104581.4341,164.3301565,454426.2929,80480.33114,278.0549593,868471.0425,124775.3694,31419.72648,22.63669055,25137.63458,18.11068774,12.23419303,14.18830748,18.73455492,5
20241015153814_351,1,18.11822939,166.9217108,24.02030374,-0.782216441,126.2723125,20.31207199,0.418053729,127.014375,22.17833014,1461.709039,7714.432984,1445.360548,2.269466548,7223.747535,1217.986407,1.80771791,7257.070313,1655.947198,157548.2672,931109.47,150854.0253,-327.6556959,828616.0748,127929.6801,527.3327813,898860.725,176669.1964,29182.67627,22.37935297,23033.26875,17.66354965,11.80435242,13.97762988,18.29526915,5
20241015153944_352,1,14.85744368,156.2961418,21.79561418,-0.659883628,97.45935714,16.16078568,0.74180627,152.4798235,20.82392167,1243.192272,7551.506877,1280.055082,-2.344607617,5414.40873,1031.332669,-7.211731532,7518.496914,1456.146785,133209.0404,705732.5902,128472.0498,277.7715662,679629.5959,108274.9039,826.5981536,658895.8678,150084.9786,28705.30437,22.44355306,22767.84057,17.80128269,11.83788488,14.08818241,18.40142391,5
20241015154544_353,1,14.14993936,270.9766742,23.9238174,0.490570176,125.9028235,17.64341863,0.154949545,270.9658667,21.47125832,1144.214491,9425.506352,1300.053695,1.044545749,4179.14,1051.944444,17.07696834,9403.508564,1375.676773,120404.7869,872721.7002,129374.5058,-331.9463372,579982.1393,106434.4129,-1405.000176,845304.438,141084.0424,33972.30346,20.95762089,26765.42161,16.5116728,11.28604549,12.86812976,17.11617907,5
20241015154704_354,1,12.49621251,143.1067713,18.17784932,0.679589958,130.0362222,16.61106375,-0.098532474,105.8036111,14.49794962,785.8247061,4918.980551,788.5427243,1.021762719,4893.055363,712.613014,-3.204490134,3419.357341,855.2727496,70375.74789,362796.214,65367.23693,-204.5603981,338390.8462,59250.76307,142.6532228,291680.9119,75597.00018,35389.70393,22.34198481,28146.30274,17.76913052,12.60237029,13.44033414,18.42450322,5
20241015154830_355,2,14.4513161,149.528926,20.78580231,0.701126219,114.6598235,17.13773525,0.668087909,125.8518889,18.60780013,1243.918486,6267.446666,1285.459422,-12.490684,5129.215561,1115.338951,-1.482101181,5878.049173,1398.427665,129966.3597,707141.0207,128151.346,812.3797528,672708.021,112666.5714,373.8331348,672741.5365,143594.7983,29285.28785,22.56185505,23330.51122,17.97419971,11.99396715,14.12554843,18.53068716,5
20241015154941_356,1,16.78943072,164.0074512,24.7097005,0.840599168,120.7053571,20.68075387,0.628967784,144.016875,21.53273077,1202.13759,10197.44779,1295.90443,8.241971516,8445.893491,1053.175003,-9.385840994,8599.266975,1419.566647,125554.6006,880371.4498,123978.6418,-1302.588972,672757.8447,102451.6353,1282.851805,654784.4179,143648.8125,30232.69117,23.09602076,23854.75627,18.22364879,12.33503035,13.96534796,18.63287195,5
20241015155002_357,5,16.28365744,131.8294638,21.47787832,-0.651760668,87.8946,14.37141843,0.279418947,130.4253846,22.79070473,1492.548041,9467.754218,1549.519315,-0.129358864,3944.795918,994.0894398,-4.258429772,9101.944444,1908.003615,162378.4645,1174762.372,160367.8141,20.10525821,422656.7055,106448.8582,-1185.837098,1129372.563,201870.8387,32526.14858,23.05184166,25237.18694,17.88602902,11.61301568,13.84431545,18.07006374,5
20241015155112_358,1,27.01983385,457.223194,47.87449516,0.221378659,303.4548947,45.65313049,-0.135255534,342.0061053,30.62291759,981.2325383,10420.33142,984.1400907,-1.772915161,7700.049284,1001.791308,-1.563710502,7020.865189,963.2017435,70388.66071,720727.185,61231.29748,-24.11776734,447069.9228,60561.05755,57.71874157,565310.675,70966.11686,59891.57011,21.05892057,47728.96894,16.78233788,13.20486774,11.41528322,17.45500567,5
20241015155249_359,1,14.1728912,163.423983,20.68313448,-0.67442976,119.6774444,17.0242886,0.845674544,114.1663077,18.37570335,1304.22063,7219.902451,1377.126162,5.182916072,4623.736205,1093.105185,2.529669712,5929.054478,1550.017971,143587.5873,766811.0513,142212.6157,-704.7622041,543807.9311,114617.5709,-268.4561263,763051.9429,166445.3873,29119.75542,22.1443007,22998.36964,17.48925448,11.67570392,13.7721995,18.05534661,5
20241015155411_360,2,18.00860613,133.7022806,22.08196014,-0.423407392,115.4495294,19.67410521,0.728085691,121.0573529,20.59473379,1386.756802,6075.068436,1263.212943,-4.96372546,4704.991813,1090.68847,-11.79032668,5882.958503,1526.118075,145070.3246,626130.1188,126050.9801,188.4810183,505441.2291,110192.5094,920.6457172,574546.7024,157451.5049,28558.13109,22.18969004,22672.52098,17.61656642,11.90477069,13.84426353,18.25889366,5
20241015160536_362,1,15.20696561,234.0047493,22.7333255,0.656330571,108.2602857,17.93010209,0.031593371,234.0019333,20.64305119,1113.376939,10817.84592,1150.188512,-2.139225507,6297.520408,981.9726106,6.581822016,10709.67704,1264.208731,112747.7099,1050268.329,106900.8175,17.11470071,432356.4137,95105.78942,-649.6514302,1041466.244,122858.8513,35769.85489,22.85613731,28245.23403,18.04807286,12.87472267,13.61301639,18.73693409,5
20241015160731_364,1,14.66397183,129.1137032,19.17556858,0.248664022,99.72785714,16.06221583,0.255927665,109.6723529,18.01700281,1122.430271,6783.502318,1044.032168,4.413922785,5671.533333,893.8110542,-2.67810218,6662.854938,1245.362608,113103.1724,587649.1078,98733.9335,-667.7348423,400830.8678,86991.40683,221.7398865,581136.1225,122363.0554,32141.10768,23.13974635,24925.57478,17.94497825,11.77161078,14.18059368,18.42986862,5
20241015160917_365,7,20.36224732,204.5784372,23.82816437,0.771745557,119.7233889,19.65687453,0.55633258,173.15835,24.39476828,1293.154232,12614.74319,1293.235125,-1.037869158,6023.904321,1017.213017,-5.336938449,11455.94103,1519.852978,108986.2148,1010435.677,109553.4321,18.51066916,503856.2958,84830.14656,3.216708412,930740.0846,129165.767,60904.0123,25.90557733,46485.18145,19.77251444,12.37233702,13.41720724,18.25092254,5
20241015160939_367,1,20.53012992,264.6248634,24.70634718,-1.291118516,210.1061538,23.76923234,0.520511136,192.598,21.56329058,1641.571099,9762.434448,1330.78008,6.687607262,8748.877551,1509.169471,-5.008529202,6401.061438,1479.212287,173552.5176,1140636.636,136716.3655,-124.3713124,1022212.186,156328.1505,329.5160539,755989.5954,156119.2694,32510.88102,22.57700071,25411.42561,17.64682334,11.78050433,13.6296613,18.01521438,5
