InspectionDateAndId,less_than_sensitivity_count,mean_velocity,max_velocity,std_velocity,mean_velocity_x,max_velocity_x,std_velocity_x,mean_velocity_y,max_velocity_y,std_velocity_y,mean_acceleration,max_acceleration,std_acceleration,mean_acceleration_x,max_acceleration_x,std_acceleration_x,mean_acceleration_y,max_acceleration_y,std_acceleration_y,mean_jerk,max_jerk,std_jerk,mean_jerk_x,max_jerk_x,std_jerk_x,mean_jerk_y,max_jerk_y,std_jerk_y,manhattan_distance_sum,manhattan_distance_mean,euclidean_distance_sum,euclidean_distance_mean,gaze_endpoint_std_x,gaze_endpoint_std_y,gaze_endpoint_std_combined,exclude_initial_seconds
20241009120510_64,1,21.23088638,185.6942705,26.31505495,-1.024943371,160.5289375,19.74116559,0.76639112,131.3633333,27.42045168,1728.513999,14627.49682,1837.703701,1.669859635,7705.919454,1342.686651,7.651886531,14121.97704,2135.894836,176095.2005,1506872.895,185007.3023,-342.5508673,703945.1274,133468.5158,108.4279437,1503876.826,217768.7943,38730.74043,23.0402977,31303.50404,18.62195362,11.4538744,14.87432601,18.77330054,5
20241009120757_67,14,24.52558466,195.4273922,30.08475529,-0.317196229,195.4273846,27.87422416,-0.997556857,178.1264286,26.99127077,1935.671285,21330.99731,2143.373789,3.728474666,15174.10914,1986.266536,-9.164041689,19431.31633,2096.549997,195866.9614,2180269.113,213714.1697,-1089.213758,1282738.418,197898.7595,725.3854926,1882462.657,211830.0765,50007.6345,26.61396195,37634.56631,20.02904008,14.39684916,13.87075032,19.99167277,5
20241009121058_69,9,17.2294229,186.0758356,28.00170996,0.643016518,181.3649375,21.46909815,0.610955223,140.8581333,24.88453058,1633.152241,10100.53115,1986.875562,-9.930879031,7178.283313,1450.663969,-1.912448838,10051.93878,2123.754344,178344.1869,1050952.916,200005.9601,1378.561945,929053.1086,150048.5654,512.8357716,1012558.295,222018.6876,29823.89262,22.7837224,23256.19673,17.76638406,11.82829439,13.97142015,18.30598616,5
20241009121542_71,2,12.79322906,162.7165619,22.56444255,0.460671643,144.5861111,19.21254033,0.719192748,125.4552222,17.40602238,1005.586202,6239.518947,1280.399232,7.312406696,4886.801619,1043.579967,-7.949692677,6137.309228,1249.579924,102885.7604,665913.6932,124320.7139,-336.888095,519314.9678,101891.5232,982.5581537,640800.1106,125132.5624,29626.52597,22.77211835,23342.61957,17.94205962,12.08559396,14.01663732,18.50750396,5
20241009121704_72,7,16.42180069,154.1504523,26.88466188,-0.700519699,145.461125,20.77988113,0.694596444,122.5971579,23.65764,1555.716235,9794.692967,1897.587069,3.612695842,6561.728889,1451.90915,2.029849265,9743.079232,1978.138604,172699.4335,1196508.267,201172.3637,-396.367788,738755.737,156198.3073,-397.8281369,1156716.127,214236.2893,30367.85439,22.91913539,23879.52173,18.02228055,12.24301787,13.97468177,18.57910701,5
20241009122013_73,2,22.75257609,195.1669752,27.25293774,-0.79255421,173.454625,22.72478849,0.5497799,193.441875,27.25905212,2036.797926,11060.95811,1842.634789,-3.980256063,8869.35634,1603.712631,15.72544303,10773.06667,2229.729003,217951.3016,1431152.088,194652.03,529.8492645,739247.4166,168376.9032,-1550.193081,1323739.259,238827.7984,29963.06788,22.71650332,23666.29513,17.94260435,11.97583762,14.10377425,18.50235484,5
20241009122013_74,1,17.99716991,278.1716633,26.43781819,0.403425161,203.7129231,22.61276819,0.522302156,210.4479167,22.60715636,1345.241108,11341.52312,1310.875497,-5.104479416,7833.66075,1132.277966,-9.042934695,11261.67377,1498.63504,142972.2548,934411.4034,132147.5533,667.0718465,711154.8192,112565.9332,739.0096099,932255.7898,158845.7146,38057.81773,21.50159194,29472.76522,16.65127979,11.85847757,13.20795996,17.75031539,5
20241009122300_75,2,19.07176326,313.2032206,28.35416108,0.080300164,214.5513333,21.91113622,0.177035798,228.1753333,26.22126854,1470.902956,22089.49355,1714.435493,9.825754262,15131.80575,1345.816959,-17.29180448,16092.67473,1814.173566,153538.5482,1695111.974,167270.2254,-778.0827153,1319943.667,136262.575,1274.547138,1063556.92,181614.1372,28714.88057,22.75347113,22636.45566,17.93696962,12.02232848,14.13981878,18.55992611,5
20241009122306_76,1,17.85685141,225.2168922,26.10368714,-0.361708751,122.9233333,20.89958889,0.639669648,218.4929647,23.72628918,1386.295281,13693.89367,1473.707114,-4.604535262,9285.941072,1217.025486,-6.469040671,10064.49315,1616.29613,147854.4679,1239092.561,152175.9234,468.8139881,899723.4763,125683.1613,134.3837231,1051863.988,170944.3197,30490.72092,22.75426934,24124.85609,18.00362395,12.12484503,14.05647561,18.56330718,5
20241009122509_77,1,18.96453011,166.9275022,22.09391323,1.315215606,136.3150625,20.33889999,0.093044549,166.5123077,20.79387174,1514.345963,13144.26076,1462.311914,-13.87007632,12436.47712,1399.772169,0.095387305,8972.741617,1572.273931,155732.2116,1348028.472,142121.6354,1648.710976,1272046.849,141793.139,379.94867,813396.4183,156022.1911,36159.43686,22.18370359,28496.87665,17.48274641,12.55195078,13.198706,18.21420623,5
20241009122612_78,1,16.75621168,144.4663198,21.38163197,-0.517990922,137.3750769,18.82470577,-0.425197589,140.2213333,19.57360879,1393.195574,9797.926829,1250.794706,-2.91724955,6570.640828,1139.794663,3.240444867,9729.88325,1485.372148,153923.9332,1121515.634,131745.1169,623.380327,534400.2782,121095.6861,168.5077615,1120202.545,162433.8969,35644.63285,21.88129702,28807.77763,17.68433249,11.98575864,13.89322364,18.34884393,5
20241009122653_79,2,59.65137423,565.3649402,65.78343236,-1.144856265,418.5656154,61.2212027,-0.206688791,380.0530769,64.31451893,5258.059196,37153.53829,5451.240233,14.18520199,32676.43104,5161.563955,-43.58320974,32032.47128,5542.505157,563874.2366,4015396.759,593046.0825,954.940448,3676807.124,559134.8649,3127.152241,3374188.213,597507.5921,117846.9395,34.59980608,93271.44193,27.38445154,13.68078203,18.79934009,23.25035451,5
20241009122923_80,1,24.33050609,202.9140166,28.18386016,-0.580459437,141.607375,21.68911318,0.292933792,202.5263571,30.2566212,1971.309548,16950.59669,2052.504177,-2.015692681,13807.63238,1536.27351,5.538152305,16681.69492,2395.550813,209835.1229,2092761.136,214801.7301,-125.0407575,1399840.98,161291.1903,-1356.087572,2076524.219,253286.1216,40805.89155,18.54813252,33085.57378,15.03889717,10.29136663,12.57883391,16.25236259,5
20241009123054_81,1,18.10466272,197.5662994,25.37932601,0.11205202,154.4480714,21.65865173,0.375909553,155.9422308,22.41958837,1408.126156,8952.756484,1311.156601,-6.232974056,7399.671202,1271.012738,6.350034851,6348.676708,1444.437036,149966.6496,701478.8875,131114.2707,797.3994114,623464.3175,129704.8415,-568.4803855,697587.8392,151184.1363,36172.74132,22.72157118,28156.86368,17.68647216,11.8968843,13.13208947,17.7196961,5
