InspectionDateAndId,direction_changes_count,direction_changes_mean,direction_changes_std,direction_change_freq_mean,direction_change_freq_std,direction_changes_min,direction_changes_max,direction_change_freq_min,direction_change_freq_max
20240208145144_31152,1,428.0,,12.540287137415763,,,,,
20240208152733_31154,1,869.0,,24.362892147242704,,,,,
20240208155753_31156,1,558.0,,15.632879475542108,,,,,
20240213091927_31163,1,1038.0,,31.34625838014133,,,,,
20240213092434_31164,1,297.0,,9.283861085930418,,,,,
20240213093129_31165,1,312.0,,9.710853123346508,,,,,
20240213094018_31167,1,548.0,,12.923004362693078,,,,,
20240213094800_31168,1,321.0,,10.80044413041284,,,,,
20240213100321_31170,1,365.0,,9.970498251748252,,,,,
20240213100359_31171,1,423.0,,13.285593140488082,,,,,
20240213101507_31175,1,415.0,,12.334670827760439,,,,,
20240213102541_31178,1,403.0,,12.836847805313116,,,,,
20240213104152_31180,1,384.0,,11.371712864250178,,,,,
20240213104324_31181,1,396.0,,13.205282112845138,,,,,
20240213104423_31182,1,364.0,,11.40136565808432,,,,,
20240213110303_31185,1,391.0,,12.982700800212505,,,,,
20240213110705_31187,1,426.0,,13.240504755392552,,,,,
20240213111735_31189,1,335.0,,10.934490974964913,,,,,
20240213112307_31191,1,348.0,,10.474986454758895,,,,,
20240213112518_31192,1,376.0,,11.613899613899614,,,,,
20240213113651_31193,1,0.0,,0.0,,,,,
20240213121800_31200,1,380.0,,11.946680080482897,,,,,
20240213143917_31203,1,441.0,,13.503996080472792,,,,,
20240213144428_31204,1,471.0,,14.748246492985972,,,,,
20240213150335_31206,1,0.0,,0.0,,,,,
20240213151932_31209,1,329.0,,10.828423789619196,,,,,
20240213152457_31211,1,374.0,,12.445095168374817,,,,,
20240213154653_31214,1,482.0,,16.037265014140743,,,,,
20240213155357_31217,1,483.0,,13.179796436270362,,,,,
20240213161215_31220,1,385.0,,12.827774630993236,,,,,
20240213161247_31221,1,268.0,,8.992081599785264,,,,,
20240213162412_31222,1,396.0,,13.002791003119357,,,,,
20240213163231_31224,1,522.0,,16.78078888996046,,,,,
20240213163721_31225,1,395.0,,10.91491889800768,,,,,
20240213170127_31226,1,272.0,,8.991141081581384,,,,,
20240213170541_31227,1,365.0,,10.91572462467851,,,,,
20240214092542_31232,1,412.0,,13.898728198900246,,,,,
20240214093559_31235,1,354.0,,11.986591270781837,,,,,
20240214095409_31237,1,679.0,,19.101471291529524,,,,,
20240214102144_31241,1,360.0,,12.01923076923077,,,,,
20240214103300_31243,1,419.0,,14.039672966090336,,,,,
20240214103833_31244,1,483.0,,15.885545140601876,,,,,
20240214104903_31245,1,406.0,,13.128112267994569,,,,,
20240214110807_31248,1,442.0,,14.509881163416717,,,,,
20240214112556_31251,1,407.0,,13.45098816841827,,,,,
20240214113145_31252,1,370.0,,12.155059132720105,,,,,
20240214115135_31255,1,305.0,,10.105360811079452,,,,,
20240214120343_31258,1,422.0,,12.9376417928751,,,,,
20240214122012_31259,1,379.0,,11.989876621322367,,,,,
20240214122103_31260,1,594.0,,16.807198234395337,,,,,
20240214122445_31261,1,361.0,,11.35827329075292,,,,,
20240214123926_31263,1,1473.0,,49.43782513844605,,,,,
20240214143650_31267,1,312.0,,9.604728481714075,,,,,
20240214153005_31272,1,307.0,,10.339833619615371,,,,,
20240214153152_31274,1,0.0,,0.0,,,,,
20240214154633_31276,1,446.0,,12.975300381113083,,,,,
20240214154850_31278,1,297.0,,9.932113834732302,,,,,
20240214160902_31283,1,411.0,,13.148213314565405,,,,,
20240214161114_31284,1,535.0,,15.077642814869092,,,,,
20240214161221_31285,1,315.0,,10.26359519077254,,,,,
20240214163851_31287,1,0.0,,0.0,,,,,
20240215090548_31290,1,391.0,,12.13494304956395,,,,,
20240215091931_31292,1,447.0,,14.990945066738213,,,,,
20240215093348_31294,1,317.0,,10.646515533165406,,,,,
20240215094432_31295,1,412.0,,13.842690588986324,,,,,
20240215100811_31298,1,0.0,,0.0,,,,,
20240215110223_31307,1,591.0,,16.05672833971799,,,,,
20240215110245_31308,1,229.0,,7.057445759368836,,,,,
20240215112507_31312,1,447.0,,13.98842121733688,,,,,
20240215114745_31315,1,541.0,,16.568156065292623,,,,,
20240215120159_31318,1,413.0,,11.838899240361188,,,,,
20240215122201_31322,1,353.0,,11.840869448544211,,,,,
20240215123030_31323,1,380.0,,10.59765178347324,,,,,
20240215130126_31326,1,325.0,,10.788023634070239,,,,,
20240215143900_31329,1,651.0,,17.40827896031661,,,,,
20240215145614_31332,1,411.0,,12.800548149993771,,,,,
20240215152113_31334,1,309.0,,10.088148873653282,,,,,
20240215152152_31335,1,323.0,,8.944890612018831,,,,,
20240215153233_31337,1,365.0,,11.133819357593874,,,,,
20240215154128_31339,1,364.0,,11.683517894398973,,,,,
20240215154654_31340,1,509.0,,12.667048254236866,,,,,
20240220141728_31353,1,337.0,,11.346801346801346,,,,,
20240220144757_31356,1,507.0,,13.163360681275314,,,,,
20240220150013_31357,1,326.0,,10.8212175529443,,,,,
20240220151042_31358,1,338.0,,11.142244931597165,,,,,
20240220152010_31361,1,378.0,,12.651872677979718,,,,,
20240220155339_31363,1,510.0,,15.593945879834887,,,,,
20240220155949_31364,1,408.0,,12.589872558397877,,,,,
20240220160902_31365,1,270.0,,9.006604843551939,,,,,
20240220163830_31368,1,1087.0,,31.061580225746535,,,,,
20240220165142_31370,1,286.0,,9.575465381009776,,,,,
20240220170730_31372,1,376.0,,11.889328063241106,,,,,
20240220173442_31373,1,675.0,,18.411434182532325,,,,,
20240221085613_31376,1,503.0,,15.510808227204047,,,,,
20240221090713_31378,1,716.0,,23.090070624657358,,,,,
20240221090748_31379,1,353.0,,11.269314263823267,,,,,
20240221091548_31380,1,783.0,,20.422535211267608,,,,,
20240221092133_31382,1,386.0,,13.067470124242528,,,,,
20240221093115_31383,1,341.0,,10.21539198945508,,,,,
20240221093336_31385,1,431.0,,13.759417698889031,,,,,
20240221094830_31389,1,388.0,,12.433506376978785,,,,,
20240221095446_31390,1,434.0,,12.171181782489203,,,,,
20240221100420_31391,1,452.0,,14.169278996865204,,,,,
20240221100627_31392,1,333.0,,10.504400492098041,,,,,
20240221102003_31394,1,410.0,,13.335935467083008,,,,,
20240221102239_31395,1,470.0,,13.591278447702495,,,,,
20240221103044_31397,1,566.0,,15.340416305290548,,,,,
20240221103823_31400,1,326.0,,10.720510375217863,,,,,
20240221105100_31403,1,294.0,,9.362162850683056,,,,,
20240221105630_31405,1,328.0,,10.62313771213888,,,,,
20240221110003_31406,1,531.0,,14.112581725402647,,,,,
20240221110702_31408,1,334.0,,11.08198679451873,,,,,
20240221113807_31411,1,406.0,,13.298395021290535,,,,,
20240221115244_31412,1,332.0,,10.367872087939542,,,,,
20240221134357_31414,1,365.0,,11.616434868400114,,,,,
20240221142054_31417,1,396.0,,13.318534961154272,,,,,
20240221144219_31418,1,366.0,,12.280230841497787,,,,,
20240221145320_31419,1,447.0,,11.470950523506467,,,,,
20240221150053_31420,1,518.0,,14.322052643220527,,,,,
20240221151222_31422,1,483.0,,16.124186279419128,,,,,
20240221152243_31425,1,367.0,,11.978588680723286,,,,,
20240221152416_31426,1,365.0,,11.169252425104807,,,,,
20240221153106_31427,1,386.0,,12.712422605717297,,,,,
20240221154321_31429,1,389.0,,12.510854533174669,,,,,
20240221161116_31435,1,442.0,,12.224127440677028,,,,,
20240221170420_31438,1,371.0,,12.405122546561007,,,,,
20240221173239_31439,1,394.0,,12.740089245295222,,,,,
20240221174021_31440,1,447.0,,13.948698745553267,,,,,
20240222091951_31443,1,379.0,,12.941779067782141,,,,,
20240222093504_31446,1,378.0,,11.631842939348248,,,,,
20240222095545_31448,1,409.0,,13.773826362228059,,,,,
20240222100042_31449,1,342.0,,9.556542878698968,,,,,
20240222101137_31451,1,703.0,,17.19246759598924,,,,,
20240222101537_31453,1,494.0,,15.253975605990428,,,,,
20240222102306_31454,1,696.0,,21.017031042396425,,,,,
20240222103424_31456,1,498.0,,13.889276251568818,,,,,
20240222103730_31457,1,450.0,,14.31798657291037,,,,,
20240222111419_31465,1,410.0,,13.757004328423312,,,,,
20240222112656_31468,1,503.0,,13.308990845107688,,,,,
20240222113023_31469,1,633.0,,20.974850061300906,,,,,
20240222115228_31473,1,340.0,,10.848409431734789,,,,,
20240222122219_31477,1,652.0,,18.517466628798637,,,,,
20240227091234_31484,1,482.0,,12.372615961187977,,,,,
20240227091407_31486,1,899.0,,29.638665435843336,,,,,
20240227092141_31487,1,510.0,,14.858841010401187,,,,,
20240227093016_31488,1,535.0,,15.412537451025582,,,,,
20240227093400_31489,1,364.0,,11.298032155937674,,,,,
20240227094455_31491,1,352.0,,11.789530093445423,,,,,
20240227100114_31494,1,465.0,,14.167758447335547,,,,,
20240227100843_31496,1,447.0,,15.043920169622725,,,,,
20240227102431_31500,1,401.0,,13.42079721543559,,,,,
20240227110050_31504,1,601.0,,17.853429581439563,,,,,
20240227112317_31507,1,445.0,,13.493435216349798,,,,,
20240227112341_31508,1,434.0,,10.58175257229239,,,,,
20240227112420_31509,1,660.0,,19.764029466371206,,,,,
20240227120008_31514,1,333.0,,10.860348313873851,,,,,
20240227121216_31517,1,375.0,,12.475464918992648,,,,,
20240227122359_31520,1,611.0,,16.331658291457288,,,,,
20240227123359_31521,1,994.0,,25.519242124720805,,,,,
20240227124703_31523,1,449.0,,12.674307006153672,,,,,
20240227125316_31524,1,410.0,,13.16592273851193,,,,,
20240227134226_31525,1,412.0,,13.58077595015987,,,,,
20240227141307_31528,1,0.0,,0.0,,,,,
20240227143024_31534,1,304.0,,10.208193418401612,,,,,
20240227144114_31537,1,297.0,,10.18832973139858,,,,,
20240227150503_31540,1,442.0,,12.844356619783797,,,,,
20240227151535_31542,1,790.0,,19.458607354860955,,,,,
20240227152129_31545,1,633.0,,15.93856225607453,,,,,
20240227155453_31547,1,366.0,,12.240802675585284,,,,,
20240227161506_31550,1,427.0,,14.057150381880433,,,,,
20240227163007_31552,1,350.0,,11.205019848892304,,,,,
20240227164512_31554,1,250.0,,8.389261744966444,,,,,
20240228085242_31555,1,387.0,,12.917654127307319,,,,,
20240228092838_31559,1,352.0,,11.516063600078517,,,,,
20240228093429_31560,1,285.0,,9.277041762963446,,,,,
20240228095258_31565,1,290.0,,9.32985876524145,,,,,
20240228100828_31569,1,426.0,,13.504089266468014,,,,,
20240228101052_31570,1,0.0,,0.0,,,,,
20240228101125_31571,1,645.0,,16.32126318985804,,,,,
20240228101411_31573,1,307.0,,10.350291628738074,,,,,
20240228101808_31574,1,0.0,,0.0,,,,,
20240228102223_31576,1,421.0,,12.202544853772354,,,,,
20240228104303_31581,1,270.0,,8.796794057276903,,,,,
20240228104451_31582,1,391.0,,12.661097079204715,,,,,
20240228110309_31585,1,472.0,,16.044053162921923,,,,,
20240228110913_31588,1,446.0,,12.589623440410998,,,,,
20240228115420_31592,1,325.0,,10.831889081455806,,,,,
20240228144546_31601,1,424.0,,13.299457357046517,,,,,
20240228145057_31603,1,356.0,,11.204481792717086,,,,,
20240228145638_31604,1,319.0,,9.404203885498658,,,,,
20240228151926_31607,1,355.0,,11.635529334644378,,,,,
20240228154802_31609,1,0.0,,0.0,,,,,
20240228160018_31612,1,449.0,,15.430613787889202,,,,,
20240228160848_31613,1,324.0,,10.404290164092354,,,,,
20240228161521_31614,1,417.0,,13.031657239288728,,,,,
20240228163608_31618,1,396.0,,12.744183052811122,,,,,
20240228164634_31619,1,361.0,,11.387653386328507,,,,,
20240229085255_31624,1,350.0,,9.667173042397458,,,,,
20240229091236_31627,1,370.0,,12.146280611909921,,,,,
20240229092215_31630,1,434.0,,14.442115071045889,,,,,
20240229092733_31632,1,404.0,,12.867471414466351,,,,,
20240229093417_31633,1,368.0,,11.762073704733595,,,,,
20240229093656_31634,1,413.0,,13.829359764264666,,,,,
20240229093926_31635,1,335.0,,11.247649744829438,,,,,
20240229094545_31636,1,373.0,,10.471939133608467,,,,,
20240229094840_31637,1,360.0,,12.333835822940936,,,,,
20240229095307_31638,1,374.0,,12.236618243685381,,,,,
20240229095359_31639,1,337.0,,11.267134737545971,,,,,
20240229102309_31645,1,614.0,,19.073654126929885,,,,,
20240229102941_31647,1,391.0,,12.588943623426381,,,,,
20240229103750_31649,1,434.0,,14.24118129614438,,,,,
20240229104949_31653,1,265.0,,8.881589972182189,,,,,
20240229105444_31654,1,417.0,,12.530424592085097,,,,,
20240229111057_31657,1,462.0,,13.91063471034566,,,,,
20240229111233_31658,1,564.0,,16.283165401160606,,,,,
20240229112911_31662,1,0.0,,0.0,,,,,
20240229114330_31664,1,574.0,,19.32139491046183,,,,,
20240229132150_31668,1,392.0,,11.778846153846153,,,,,
20240229134042_31670,1,374.0,,12.709848433358255,,,,,
20240229140306_31673,1,521.0,,16.57230103696164,,,,,
20240229140333_31674,1,325.0,,10.513376249474332,,,,,
20240229141350_31675,1,459.0,,12.850663530992778,,,,,
20240229141930_31676,1,432.0,,13.415315818893237,,,,,
20240229145128_31680,1,430.0,,14.101134649439235,,,,,
20240229145618_31681,1,461.0,,14.183742538920681,,,,,
20240229150024_31682,1,312.0,,10.524185387573366,,,,,
20240229150137_31683,1,539.0,,16.700749829584186,,,,,
20240229151340_31684,1,366.0,,12.268704746580854,,,,,
20240229151840_31685,1,393.0,,13.267614192633603,,,,,
20240229153837_31686,1,414.0,,11.893475825217616,,,,,
20240229153847_31687,1,0.0,,0.0,,,,,
20240229160634_31690,1,355.0,,11.11493785027709,,,,,
20240301090049_31696,1,375.0,,11.257542553510852,,,,,
20240301090054_31697,1,340.0,,10.552779415872621,,,,,
20240301090931_31698,1,368.0,,11.59639503371778,,,,,
20240301091219_31699,1,584.0,,16.249756531901276,,,,,
20240301093203_31701,1,312.0,,10.114435763607483,,,,,
20240301093728_31702,1,361.0,,12.138125819575668,,,,,
20240301094759_31705,1,472.0,,14.022578728461083,,,,,
20240301100439_31707,1,392.0,,12.612612612612612,,,,,
20240301100815_31709,1,409.0,,13.390080209526927,,,,,
20240301101936_31711,1,433.0,,13.872424951142152,,,,,
20240301102313_31712,1,524.0,,16.492509127533676,,,,,
20240301103301_31715,1,328.0,,9.967181232527045,,,,,
20240301103729_31716,1,384.0,,11.517351009267868,,,,,
20240301104539_31717,1,389.0,,12.249653608766847,,,,,
20240301104923_31718,1,388.0,,12.045574493185558,,,,,
20240301105548_31719,1,0.0,,0.0,,,,,
20240301110138_31723,1,300.0,,10.083355740790536,,,,,
20240301110951_31725,1,409.0,,13.583527067419462,,,,,
20240301111834_31727,1,409.0,,11.882626380011622,,,,,
20240301112054_31728,1,353.0,,12.00027196083764,,,,,
20240301120718_31736,1,299.0,,8.977630986338388,,,,,
20240301133824_31740,1,486.0,,15.088950293396255,,,,,
20240301135356_31741,1,441.0,,12.800417972831767,,,,,
20240301135630_31742,1,376.0,,12.897471958289026,,,,,
20240301141804_31744,1,458.0,,14.719588622850717,,,,,
20240301143455_31747,1,629.0,,17.932489451476794,,,,,
20240301145242_31751,1,391.0,,12.717928701535259,,,,,
20240301154753_31756,1,1191.0,,34.84188046689875,,,,,
20240301155802_31758,1,474.0,,15.660620477748042,,,,,
20240301162540_31761,1,430.0,,12.409096156066028,,,,,
20240301163711_31762,1,417.0,,13.135513135513134,,,,,
OVERALL,406,409.98768472906403,155.5357255337166,12.622746560816717,4.48622800594196,0.0,1473.0,0.0,49.43782513844605
