InspectionDateAndId,less_than_sensitivity_count,mean_velocity,median_velocity,std_velocity,max_velocity,mean_acceleration,median_acceleration,std_acceleration,max_acceleration,mean_jerk,median_jerk,std_jerk,max_jerk,saccade_count,saccade_rate,saccade_distance,fixation_time,fixation_to_saccade_ratio,saccade_mean_amplitude,saccade_median_amplitude,saccade_std_amplitude,saccade_max_amplitude,saccade_mean_duration,saccade_median_duration,saccade_std_duration,saccade_mean_peak_velocity,saccade_median_peak_velocity,saccade_std_peak_velocity,saccade_mean_curvature_index,saccade_median_curvature_index,saccade_std_curvature_index,main_sequence_ratio_mean,main_sequence_ratio_std,diagonal_saccade_ratio,microsaccade_count,microsaccade_frequency,microsaccade_mean_amplitude,microsaccade_std_amplitude,microsaccade_mean_duration,microsaccade_std_duration,microsaccade_mean_peak_velocity,diagonal_microsaccade_ratio,swj_count,swj_frequency,swj_mean_amplitude,swj_std_amplitude,swj_mean_duration,swj_std_duration,fixation_count,fixation_mean_duration,fixation_std_duration,fixation_mean_dispersion_x,fixation_mean_dispersion_y,fixation_mean_bcea,fixation_max_bcea,direction_changes_45,direction_changes_90,direction_changes_135,direction_change_freq_45,direction_change_freq_90,direction_change_freq_135,angular_noise,pursuit_count,pursuit_mean_duration,pursuit_std_duration,pursuit_total_time,pursuit_time_ratio,pursuit_interruption_count,pursuit_interruption_rate,max_absolute_acceleration,velocity_complexity,fast_saccade_ratio,exploration_x_range,exploration_y_range,exploration_area,mean_distance_from_center,std_distance_from_center,center_to_periphery_transitions,exploration_entropy,low_freq_power,mid_freq_power,high_freq_power,high_to_low_freq_ratio,total_power,manhattan_distance_sum,manhattan_distance_mean,euclidean_distance_sum,euclidean_distance_mean
20241015115143_249,8.0,14.173124572263951,0.0,20.222160093567084,148.1646263988578,-6.207312436062526,0.0,891.0833255951188,3954.9387202389603,327.7212038002487,0.0,72738.00204529328,249908.27405644068,196,6.169342146679257,216.2071049841984,27769.999999999996,6.942500000000001,5.150097253087371,4.965512725838975,3.381549336559644,13.016395299129478,90.0,98.0,37.96873713991552,71.39907253577931,63.87810454256936,24.852252230214106,1.3157138241379986,1.0181424720456147,0.9252345464055284,23.728967346608826,26.93231096241663,0.34375,86,2.706956248032735,0.36284278384585816,0.29632260067399774,55.174418604651166,30.425735687142225,27.870609567524102,0.22093023255813954,6,0.18885741265344666,0.6544240915659573,0.042449271444055005,66.33333333333333,21.445020141955776,40,637.675,748.799051398304,0.23026000861892532,0.28182090021045136,,,625,415,226,19.672647151400692,13.06263770853006,7.113629209946491,0.9058469154539052,0,0,0,0.0,0.0,0,0,6002.433872107824,1.4267961867167083,0.043003412969283276,40.311189999999996,39.8611,1606.8483757089998,17.399980214589,6.086255934181762,4,4.509084433904021,175179.4265923152,85912.57768384699,173419.00734690894,0.9899507648834633,434511.01162307116,31885.95579385,21.750310909856754,25521.533865315403,17.408958980433425
20241015115548_251,1.0,16.69466192708879,0.0,24.122916537834577,175.7267571430726,-26.33980020745934,0.0,1438.3940079955998,5989.393139298922,955.5307712165478,0.0,140863.64611460347,651353.7925336995,426,13.81636558233062,369.30161422017727,22911.0,2.8920727089118907,2.4527118739538687,0.7244499385161128,3.943643510318662,17.4104732779315,64.84415584415585,37.0,64.30549348088286,56.304484087273075,41.28875588579702,32.722144095686126,1.182835855309515,1.0330826943028761,1.1456382779344285,27.8809739971362,29.600410762274183,0.16883116883116883,82,2.659488210683359,0.40847445287137607,0.31755647868710485,46.52439024390244,22.104643375873287,36.3784396359751,0.23170731707317074,19,0.6162228780851685,1.123987267467517,1.9074072720754907,51.0,51.3952690839393,86,189.8953488372093,121.89311263807829,0.15121832590603076,0.13332316158724788,,,689,459,225,22.34618752635164,14.886647423215386,7.29737618785068,0.930194209978103,0,0,0,0.0,0.0,0,0,9192.574952748619,1.4449478907202478,0.05202312138728324,38.89177,41.25745,1604.5752561865,17.38663078283232,5.712825407773278,2,4.6421046560601305,204778.59585135026,112936.18121672308,276693.99510005617,1.351186113713318,594408.7721681294,33547.11756557,21.532167885474966,27114.767591908607,17.403573550647373
20241015115628_252,1.0,14.88785102897988,13.482034483442707,18.706623269151724,127.59311265209423,-8.13770176020685,0.0,884.9836350599641,3141.698591670916,511.4233606076066,0.0,71665.83693204432,288005.197238672,230,6.668212918937725,231.2611667821455,29672.999999999996,6.157501556339489,4.268633769721842,2.4410922179426167,4.68759329949829,16.06284419113438,89.62857142857143,64.0,63.77374547762503,63.13924039793423,60.69021288863753,27.233260816863655,1.1662169053452172,1.0261841002614025,1.0095610961280117,23.680884954080053,31.264458694693086,0.4,126,3.65302099037458,0.398264193461101,0.3200486319858396,55.53968253968254,18.51496640157902,28.658372131677012,0.4126984126984127,9,0.2609300707410414,0.7411007209840137,0.18915277640987643,61.666666666666664,20.08316044185609,62,438.0967741935484,446.4045145770318,0.28959088322035653,0.27970361887818496,,,812,570,335,23.541690826858403,16.525571146932624,9.712397077583208,1.067441577845677,0,0,0,0.0,0.0,0,0,4234.164317810029,1.2565025827259038,0.032692307692307694,38.41346,37.73412,1449.4981092552,17.094181135479225,5.495720919904798,2,4.20079446188477,172317.15823222877,87843.94709692826,195457.41654673178,1.1342887646935154,455618.52187588875,32939.072616576,21.10126368774888,26770.743507737207,17.149739594962977
20241015115821_253,5.0,23.353146879733334,20.991449956856314,32.74876590620051,288.45602408539474,-43.51689872689315,0.0,1432.1032519016767,7354.27624943929,3332.613085983066,0.0,125701.66575260842,796779.7778213393,700,19.43958454830737,810.3660219314824,22968.000000000007,1.7612146307798486,5.197429678485794,1.6860262006267879,6.636797952686079,23.506811514267646,78.77876106194691,53.0,63.970780735000915,84.89040570305451,64.16670231368553,60.855327159714705,1.3347951917387704,1.040091765854399,1.0934439943844418,31.560593350085206,28.60782739850536,0.336283185840708,217,6.026271209975284,0.4844335333205611,0.30192969657741603,55.345622119815665,35.32646156019761,32.94823116265647,0.3870967741935484,22,0.6109583715182315,0.8634024112988524,0.30604200743582066,52.18181818181818,15.692025663421775,159,89.32704402515724,1231.3662632110243,0.3399429196958814,0.2605401398932112,,,1505,1012,563,41.79510677886084,28.10408508983865,15.634980143852925,1.0120925527012457,0,0,0,0.0,0.0,0,0,10204.495715490546,1.4023277494400987,0.07437150837988826,40.373540000000006,38.98934,1574.1376780636,14.835956423441282,6.474728754341374,41,4.6881022322091495,562214.9413459725,383564.0302431289,890815.9197443926,1.5844757124592455,1836594.8913334939,51552.12222176,17.993759937787086,42430.15311912878,14.809826568631337
20241015120052_254,3.0,14.31597763266411,0.0,24.27563027638639,186.17342298349303,-25.972425579317196,0.0,1373.478825860656,8400.819716978138,1759.6724469133128,0.0,124552.75477943214,485646.1052103566,374,9.938878554344939,365.48482446920946,30750.0,4.469476744186047,3.216634250294756,1.1447550422254378,3.8289784165005516,14.315730496504921,66.16129032258064,40.5,40.52804427219029,70.08083396473191,60.23153040448507,35.34124295678021,1.178697960653797,1.0644092785722403,0.9220822847709057,28.108998218732538,27.089883781786508,0.3387096774193548,83,2.2056869519000797,0.3890639401722005,0.3385400724740579,45.44578313253012,15.921685607355602,36.581963937354494,0.4819277108433735,24,0.6377889981397821,0.6079597818106778,0.16108413172219205,41.833333333333336,9.98610145263016,88,280.4318181818182,255.49554325656433,0.16613761429843746,0.17368618156296967,,,688,491,238,18.28328461334042,13.048099920276375,6.324740898219505,0.8366221478236011,0,0,0,0.0,0.0,0,0,8400.819716978138,1.695701886331381,0.05650319829424307,42.63114,38.753370000000004,1652.1003419418003,17.161052999054988,5.721389057090687,6,4.541536040377235,288619.85244046623,151967.87368617003,368552.8798210927,1.2769491658482304,809140.605947729,41856.54168407,22.299702548785294,32231.944207396362,17.172053386998595
20241015120226_255,11.0,21.538843839380196,14.034851439893545,36.09828412274322,421.1705582289389,-14.720825494458085,0.0,1004.8507563622004,5573.922354397078,335.00822343160684,0.0,65442.550844948164,300766.0548712945,327,7.8334610962054425,579.528953651243,33001.00000000001,3.7745625071485778,4.590819262393733,2.3696533747482453,5.9835496253582425,32.80850392766418,103.1774193548387,69.0,91.8764114122087,82.08787286330228,64.46670797145447,67.03249875534097,3.780807625368481,1.0285358053200393,13.193322686843942,44.4946593202645,79.3417485408708,0.3548387096774194,64,1.5331544653123803,0.3704645762628435,0.3231466079980603,70.578125,58.00371881598951,31.07357394342971,0.5,11,0.26351092372556534,0.7564711979811729,0.24723597760247587,66.27272727272727,12.728571362317918,50,544.14,549.371422991768,0.25448854098702833,0.42034462276115575,,,699,465,249,16.744921425833653,11.139325412035262,5.964929091605979,0.9578824582819989,0,0,0,0.0,0.0,0,0,6959.749174668018,1.6759620150429575,0.07625418060200669,50.7954,54.6271,2774.80539534,18.293510401089968,5.464009497271844,8,4.846941736772975,417137.26922933606,126797.03969024456,175501.91323460164,0.4207294005612172,719436.2221541823,35049.054321325,23.428512246875,27526.044341695517,18.399762260491656
20241015120412_256,1.0,14.125924072569637,0.0,20.053547658704577,169.7547295053792,-14.814619725457481,0.0,1023.5313694843293,5308.527729308544,808.9684935781269,0.0,94954.38195913011,494757.70088024356,223,7.43903659472262,198.39536929409346,25912.0,6.374415744157442,4.756673616436972,2.970432174149404,4.785707832603353,18.99708678396909,93.03571428571429,76.5,66.74871970032574,64.48079882816448,57.27425411231348,36.32689973985472,1.206894753939895,1.0530976631710998,0.6519265432340977,25.564159436493895,24.97386449354292,0.32142857142857145,84,2.8021483137071757,0.3878812861953948,0.30264580836601773,49.226190476190474,23.249859800128334,28.945402193901653,0.44047619047619047,9,0.30023017646862593,0.6627199060702736,0.12372389058979016,50.111111111111114,16.189464643159106,67,362.3731343283582,359.58067767310246,0.26100678058017773,0.24066064645215532,,,625,421,254,20.849317810321246,14.04410047703239,8.473162758114555,0.8958672039926111,0,0,0,0.0,0.0,0,0,5308.527729308544,1.4196273146933778,0.031189083820662766,38.01245,38.15035,1450.1882718575002,17.05857032285542,5.772170493734497,2,4.344914155574195,169878.80465375131,84379.6993554245,208798.2205631922,1.2291010699584732,463056.72457236797,32696.716575292,21.2316341398,26295.10694818283,17.074744771547294
20241015120428_257,0.0,19.116902819731404,18.130997326674656,22.958452225677572,173.42678852762023,-30.741289531716866,0.0,1404.869959834126,4195.28233360139,2082.177815659029,0.0,133628.902093812,575982.5515065609,491,16.49089809901256,384.2363254062925,21218.0,2.479897148200093,2.038446777959499,0.9783956298681264,2.652127585697847,14.61454701369116,58.54081632653061,37.0,36.89980044394548,55.963173408982726,45.42947761100825,25.67759273317362,1.5621242684399053,1.2224094045752874,1.1282027818092106,39.447039232902405,29.726485178860653,0.3469387755102041,102,3.425807751729697,0.4184690034577577,0.361142176617419,52.51960784313726,21.028333077138466,38.06608614442027,0.35294117647058826,33,1.1083495667360783,0.5961513382098729,0.10259544376636703,44.303030303030305,13.676976558690175,78,181.14102564102564,96.09059885697275,0.15859538710509755,0.20345540073206558,,,833,548,297,27.97742997245919,18.405320077920333,9.975146100624706,1.0704132662540078,0,0,0,0.0,0.0,0,0,6101.57170649661,1.200950407195727,0.04333764553686934,37.52704,39.894639999999995,1497.1277510655998,17.340548032555724,5.7186491512288296,2,4.301406852283679,175005.69840431912,114136.35214388548,282501.38603729557,1.614241071080023,571643.4365855001,33692.300993962,21.779121521630255,26887.985141937894,17.380727305712924
20241015121219_262,10.0,24.85003401945239,14.677321272471644,47.13126672944735,428.486782551871,-12.351952817929114,0.0,1202.0172557328694,7245.222365034744,364.3251250725386,0.0,78582.00618342361,546334.3556811243,346,7.168013258752848,866.3965591676875,39326.0,4.3969141323792496,13.443369794565411,8.834725021600843,13.276265269270462,41.203006775767285,153.35294117647058,130.0,122.95508880846899,135.7596801411343,102.58545625432012,100.30899554009979,2.4520946075895518,1.0172064114149209,7.225024713901897,27.396765448771756,45.38278643974976,0.37254901960784315,80,1.6573441060700227,0.400863730874918,0.30564817066843797,55.3875,21.279387767273757,24.045258611949635,0.35,18,0.3729024238657551,0.69329347937759,0.17619326100885493,54.55555555555556,12.116206879044384,43,728.953488372093,779.444941250708,0.27693206804544773,0.414453675631184,0.7377756828342494,2.5201459167727505,786,517,274,16.283405842137974,10.710586285477522,5.676403563289828,0.8890418174122071,0,0,0,0.0,0.0,0,0,11494.626463410514,1.8966278554207774,0.10839355197331851,42.75872,53.630449999999996,2293.1693950239996,17.99399765013757,5.870361257821267,19,4.638687299943503,727882.7190466938,196781.3757182266,251164.44041707323,0.34506168898476214,1175828.5351819936,41241.19511652,22.911775064733334,32514.164426857904,18.063424681587723
20241015121512_264,1.0,30.360172165329494,17.03853513610018,58.51834223394309,469.04952393605595,-14.032965788446365,0.0,1298.4716509045156,7447.886831431637,547.3538010263135,0.0,80321.34520297102,553809.9069321925,532,8.948696383515559,1212.2728930162984,47154.0,3.8349056603773586,11.216414197799784,3.7021138578520243,15.798703269783166,56.39496638644046,118.21348314606742,87.0,84.47065468905772,122.00533351879498,78.75374467904686,115.12237390678084,2.11473701207135,1.022246297318795,3.6721549329334717,30.185510972188276,37.149099765718184,0.4044943820224719,121,2.035323801513877,0.4888025735850419,0.27887724902448097,58.396694214876035,22.25861494983477,25.716297479006354,0.3884297520661157,13,0.21867115222876365,0.9079600346315065,0.4697180268442073,64.38461538461539,22.591824462499233,68,532.9264705882352,611.3750730014623,0.2872095943513988,0.38751610073287773,,,1059,718,409,17.813288477712362,12.077375946173253,6.87973086627418,0.9323771376029892,0,0,0,0.0,0.0,0,0,7943.264898158391,1.9274706979682241,0.11941618752764263,43.68076,67.84819,2963.6605038244,18.41487156301283,6.103422952715027,11,4.7507414315934025,1264759.4433969783,255181.7998431072,350744.34401173296,0.2773209924170873,1870685.5872518185,53957.3929090379,23.85384301902648,42385.57476276839,18.7380967120992
20241015121612_265,8.0,15.318473093070162,0.0,22.90682680629503,231.46395025590132,-17.668348599033024,0.0,1228.252814337869,6690.410524343966,1375.122167498241,0.0,119311.75170839856,453999.8957856464,239,7.937825899232788,296.70130680683286,25250.999999999996,5.197818032111979,4.757990838646765,4.92640497341828,3.5534022741087536,15.763322198562365,100.88571428571429,85.0,154.08546263654586,79.56206341238499,71.64287659335774,43.01120156256919,1.3384854537888387,1.0172438781177162,1.46094984080349,23.348751396365067,21.755043817072128,0.3142857142857143,103,3.420904048623335,0.3808174957153441,0.3067798267192623,47.66019417475728,17.839931972343116,28.800078691179547,0.3592233009708738,7,0.2324886246637218,0.8436615055860431,0.48198180428364557,79.14285714285714,78.19468116991914,71,321.09859154929575,243.76189923600248,0.198235342664397,0.2235213347313852,,,709,471,253,23.547776412368393,15.643163173801852,8.402803148560231,0.9116652439313454,0,0,0,0.0,0.0,0,0,6961.471014589796,1.495372722014815,0.04871794871794872,68.78202,37.49216,2578.7864989632,16.923656494566703,6.329615727372651,2,4.0328934256791955,210836.2372134908,97591.14579438727,236320.20289019696,1.1208708996779397,544747.585898075,32639.137756890002,20.909120920493276,26404.868463398278,16.91535455694957
20241015121937_267,1.0,20.845199641881266,18.409308055235346,27.131739669958996,270.2579304140481,-41.71491781984493,0.0,1432.6495435364418,5671.233944341305,2126.5788439622474,0.0,136372.19266043982,585400.0193702381,504,10.600483752234725,521.296680604935,38503.0,4.258239327582392,3.1208725768020056,1.6212797876110097,4.113461058186803,21.968934275825514,67.86315789473684,53.0,46.77889999523871,76.48816536133432,70.40817336624589,38.95033470496343,2.3455662785315194,1.2084002786969894,3.0909423951061115,53.646694154885715,53.36443684879355,0.35789473684210527,166,3.4914291723630244,0.4221647848374944,0.3007933650602409,56.204819277108435,44.52270546671409,32.39050819615082,0.2891566265060241,31,0.652013881585866,0.8711193725414482,0.45178447291432455,56.225806451612904,41.98979113824581,82,333.4756097560976,294.78566937442974,0.24188500812039648,0.2502544144400551,,,1193,828,476,25.092018088127038,17.415080450099904,10.011567988221683,1.0200360296598445,0,0,0,0.0,0.0,0,0,8028.446381290715,1.3015821453418508,0.07348963029756538,39.994240000000005,39.87102,1594.6111429248003,15.925569931551252,5.858359121706172,12,4.733353636732423,442158.81822611636,209136.1167753258,442544.5764643685,1.0008724427114215,1093839.5114658107,43829.31695634,19.75183278789545,35361.538126934756,15.935799065766002
20241015122010_268,1.0,18.393299258897475,0.0,27.22206547796831,224.91411017070814,-23.137801145594256,0.0,1482.6356093525872,6948.096116254814,1290.1648408502156,0.0,146078.96277014393,801720.5745674883,817,21.191056699693934,716.2116317133043,25208.0,1.8888056346470852,3.271813432850329,1.3700564287648884,3.9216778463359554,16.402771992645174,61.934306569343065,46.0,35.05661830942735,71.33154419077876,53.095643455489125,43.23809420305574,1.260040637485299,1.047617731135171,0.9225072649961895,33.06524289708839,30.902249377752337,0.32116788321167883,182,4.720651553664989,0.3896963777359572,0.30703780944291065,47.48351648351648,23.995128918390247,35.717818101579574,0.2857142857142857,25,0.6484411474814545,0.7593576314073698,0.36360652414625155,61.36,44.561759390760145,175,55.28,2078.583296767296,0.23330195525121716,0.2070805043868032,,,1493,987,561,38.72490532759247,25.600456502567827,14.55101934948384,0.9583942138395977,0,0,0,0.0,0.0,0,0,10450.94228154869,1.4799990526332603,0.061449098135126876,41.896240000000006,41.46213,1737.1073493912004,17.03429388272463,5.075741675907074,28,4.974819299238737,497561.985236178,412990.41952108045,1090778.5941424672,2.1922466476708564,2001330.9988997257,69119.088032248,21.124415657777504,56869.974806074846,17.380799146110895
20241015122056_269,14.0,16.054531655870484,13.693155799895287,22.63342665663662,256.5620849091169,-7.319737771310075,0.0,1214.0833955092398,10774.543547364236,439.452632825405,0.0,117825.71590467198,679321.7421606315,245,7.428969950574608,333.3750968296214,27656.0,5.195566409919218,4.567352540014678,4.1298067257098445,4.651984794821737,20.64949403144615,85.3529411764706,78.5,59.95041203456558,75.88724561446317,68.00206080591137,39.357003220058736,1.5638852495508981,1.021663730229143,1.4269673185943685,35.5212382946023,45.21918002489651,0.23529411764705882,145,4.3967373176870135,0.37651779082757536,0.283243425835025,48.13103448275862,22.225879656743675,29.643309486012857,0.3103448275862069,21,0.636768852906395,0.6792940786519021,0.2279440385517123,62.666666666666664,52.34713193883904,75,324.56,362.74292972664085,0.22992183704850178,0.22249932138938822,,,856,601,387,25.955911337517815,18.223718123654447,11.734740289274994,1.022730601144641,0,0,0,0.0,0.0,0,0,10774.543547364236,1.409784299024413,0.042388059701492536,84.54062,38.36036,3243.0086178232,18.17439034532422,6.210550185160616,2,4.0566324638947515,240349.442653561,99975.35003838842,271820.81669159455,1.1309400749615894,612145.609383544,38273.29618586,22.836095576288784,30611.026062556906,18.264335359520828
20241015122131_270,1.0,13.261001384855858,0.0,20.590911879962658,190.1475925700711,-6.616527918663517,0.0,875.8496501356755,4089.6214253424787,226.6615806868134,0.0,71151.81672051267,253270.20715292465,200,5.101650383899191,219.0890878566725,35173.0,8.727791563275435,4.842819915301786,3.0397158324642577,4.488230675685864,15.133582507263903,85.03333333333333,78.5,42.845834751531626,75.15086772805992,59.3995207165022,41.40777836380074,1.5254750346550652,1.0328636513389742,1.06528116677674,30.755892339970295,30.054331396552563,0.23333333333333334,96,2.448792184271612,0.5029944742007585,0.27130618873859025,54.9375,22.94868029066886,28.26253299122683,0.4375,9,0.2295742672754636,0.8333340467446916,0.3032763203279757,82.33333333333333,26.758176320519304,60,551.9666666666667,569.1385878871879,0.2892385154837779,0.3830692592200679,,,733,526,244,18.697548656990534,13.417340509654872,6.224013468357013,0.8935310687179243,0,0,0,0.0,0.0,0,0,4566.423469271426,1.5527418542824074,0.03479749001711352,35.570840000000004,46.24292,1644.8995084528,17.94402671222457,5.575269360131838,2,4.553676863242029,254423.39967261397,107296.39830505289,211017.5394366966,0.8293951724103561,572737.3374143635,41320.14867371,23.557667430849484,32145.14800393364,18.326766250817354
20241015122351_271,1.0,23.09665624233125,22.077623578657274,25.240560634777843,143.755002886959,-34.442552395602696,0.0,1715.3499209626407,8365.608389607592,1112.1801654924652,0.0,180091.040413792,721031.9185002187,642,15.638702133878981,576.2319460752145,30137.0,2.7610627576729265,1.930090836799354,1.290564801666308,1.7298913405733491,8.48273455782444,59.851851851851855,46.0,43.80284423684507,70.73515708948993,67.96378093387057,24.75128884166391,2.2042543190639705,1.3390512251097666,1.934032317659666,57.01344351192556,48.5013773234937,0.31851851851851853,136,3.3128714800740524,0.47878104848139635,0.3008974017133557,56.830882352941174,53.52508416168601,39.39841009934607,0.25,22,0.5359056806002144,0.9415123766033918,0.4834627589334497,59.45454545454545,57.332148107423734,70,274.4714285714286,232.61278195002657,0.2000062154576828,0.23728563448513884,,,1195,819,440,29.109422196238917,19.950306927798888,10.718113612004288,1.0318867456446692,0,0,0,0.0,0.0,0,0,9561.00628821213,1.0928231502409977,0.09382257315373897,38.34939,40.17002,1540.4957632878,17.820029221933353,4.965405876728537,8,4.511012278182166,281116.40230895043,193596.74893665372,530857.4093347683,1.888390022690136,1005570.5605803723,51487.670767774,23.9032826219935,39451.76187515929,18.315581186239225
20241015122609_272,2.0,15.862971805379587,0.0,22.495515289504766,200.33248875561935,-28.869255656328537,0.0,1288.8158166496478,5363.7715258695,1833.250146846944,0.0,125207.0716963039,795500.1104142816,328,11.345947628766128,267.81508267858544,23343.0,4.193855551563061,3.010231905289871,1.9474702975513245,3.0702280966017144,12.456351001244345,64.35185185185185,52.0,33.35674589300708,63.618860942249135,52.05478379638586,33.948569515409574,1.207151728181293,1.0379565141080476,0.8446879655377556,28.849037822918067,28.395690028757024,0.2777777777777778,105,3.6320868933550106,0.3987178735232192,0.2986874750130022,47.03809523809524,17.662941463238415,32.03354424769841,0.3047619047619048,7,0.24213912622366737,0.7481749758335372,0.16918171809185895,54.142857142857146,25.497498876940693,93,214.10752688172042,168.89905761660174,0.20428238965064874,0.18380901156454324,,,683,496,301,23.625860458680688,17.157286658134147,10.411982427617698,0.9628734253616417,0,0,0,0.0,0.0,0,0,9759.157394473434,1.4181148126277254,0.04073838319541693,37.34095,39.95443,1491.9363729085,17.079094514353557,5.670429555377987,2,4.653762518883558,181247.46897611144,104194.44330065092,262429.4564496467,1.4479068752360624,547871.368726409,33374.9549431825,21.230887368436704,26884.929759680108,17.102372620661647
20241015123010_275,8.0,25.641426539889803,24.18983744438261,28.77354340182241,240.95622285047418,-58.49084409409232,0.0,1829.7751050757229,9186.539511477993,2887.011311180026,0.0,182306.6524310464,945793.4499532086,1023,26.073658723078886,1218.3129979955893,16572.999999999993,0.7313123290089133,3.089447354057988,1.3658603679661518,6.22913530935392,46.4639118558959,83.35377358490567,47.0,170.93500457088024,73.36188225611998,68.98408215410569,33.80316265147091,2.0196635958811586,1.2860705016457503,1.7115603649978437,51.831915147611,44.422095921463516,0.41509433962264153,167,4.256403721167326,0.5128238661127158,0.32190429811392524,58.02395209580838,47.74331970022304,42.86915991946888,0.3592814371257485,30,0.7646234229641902,3.296792163165196,10.010927189811763,-918.9,3682.4744701536406,114,86.23684210526316,2060.184595300342,0.8902192970073294,0.35204748255053114,,,1532,1031,555,39.04676946603798,26.277558302536,14.145533324837517,0.9709471589109311,0,0,0,0.0,0.0,0,0,13509.770689940697,1.1221506477831895,0.10874200426439233,75.68451999999999,39.58282,2995.8067319463994,19.586092596742528,10.88617737630382,50,4.782850891651694,437917.7475293911,288935.74742317636,1045386.5765159711,2.3871756338119394,1772240.0714685386,70231.930071487,24.949175869089522,56765.85925528956,20.165491742554018
20241015135432_277,1.0,17.45822247879877,0.0,25.32115529422488,194.60345117137217,-39.56132847619027,0.0,1340.4092493967566,5175.205970600509,2984.301157004317,0.0,124733.09485994019,571537.8882023914,326,10.2978804055975,327.79700824227916,25665.999999999996,4.2840928058754795,4.168276450631708,2.4796026560170352,4.386656086968869,16.57213405786402,72.1923076923077,59.0,51.192712244832755,76.18860004071004,64.79938327560349,42.0809318262021,1.0726730249298044,1.0148897054118216,0.8180139336301662,26.11599873616921,29.332049062835658,0.23076923076923078,105,3.3168019711280285,0.38737241705992026,0.28220826635739105,51.17142857142857,24.04616874457378,33.772436846080865,0.20952380952380953,16,0.5054174432195091,0.8233767155792986,0.48971715205767047,49.25,16.12257733738623,84,251.73809523809524,250.01114827750888,0.20949268024416798,0.22245022247511215,,,770,561,303,24.323214454938878,17.72119910288404,9.571342830969455,1.0031000059950304,0,0,0,0.0,0.0,0,0,9079.975469277762,1.4503856463608962,0.0605875152998776,38.76041,37.84749,1466.9842298709,17.166138067413936,6.052007075776348,8,4.528751157861473,242311.72992792103,124613.2806093881,282662.4237223089,1.1665238979821189,649587.434259618,35053.769263305,21.4396142283211,28074.88766032651,17.171185113349548
20241015140004_279,1.0,20.083445426554864,16.193333953664663,34.33076538611982,506.4914805981016,-44.14248556200565,0.0,1516.3470351767357,8851.415144881019,3028.9500477631987,0.0,143292.2638286796,1436922.071198837,402,10.208486756900887,449.21114740372394,32552.0,4.7681265563204915,4.9155842667107255,2.1117202735402367,7.577484281653979,40.088365546748356,76.06451612903226,69.5,49.27338841008431,89.75494490397278,67.39792058898732,79.79463669500831,1.5702783358698502,1.0250691911975829,1.525805900623344,35.09634735037447,29.66119058509153,0.43548387096774194,133,3.37743467330303,0.44138377481647173,0.30039000567469665,48.255639097744364,21.11111104499145,31.36724152423612,0.39097744360902253,15,0.3809136849589883,0.8709000430354478,0.26257408678725747,58.53333333333333,26.239579942437256,98,289.35714285714283,213.96291162493654,0.2507934328648445,0.24071913893857655,,,968,684,348,24.581629802686713,17.36966403412987,8.83719749104853,0.9846498067039472,0,0,0,0.0,0.0,0,0,18565.472731996902,1.7094061629847026,0.06540284360189573,40.35212,40.61656,1638.9643031072,16.801246362556718,5.395921861000673,13,4.72871167231752,557579.2425648089,177042.52141257463,444199.7759493009,0.7966576623369733,1178821.5399266847,44826.50185083,21.23472375690668,35754.58361710288,16.937273148793405
20241015140028_281,5.0,21.928976543579733,21.027407000107424,23.021012386067984,167.36818106049182,-52.656472713470365,0.0,1506.2737021424673,7802.747741351861,2740.224743847847,0.0,149236.5868945715,927457.8388569204,521,11.185298095708367,453.5584321343539,37714.0,4.254258319232939,2.2319333568691904,1.2447324927646664,2.5914601831092345,11.827078031906662,52.03061224489796,38.0,26.75949348290978,66.36356282638945,56.11245776910059,30.865240453339666,1.8165766561930725,1.179662946853489,1.216064077463106,52.60155386696573,41.34691376098068,0.4489795918367347,176,3.7785268039245152,0.5060642252959536,0.30148822712391565,60.90909090909091,36.240715539430475,35.18525135925981,0.4034090909090909,23,0.4937847527855901,0.8462296468802744,0.2549043726511845,52.869565217391305,26.859221309937144,102,236.81372549019608,188.01109324760583,0.28280494241602716,0.24008711563285384,0.4244269456254615,2.250673977406825,1277,887,489,27.41578823074776,19.042916335687757,10.498293222267545,1.0655761687803216,0,0,0,0.0,0.0,0,0,10922.045877469734,1.049798760116234,0.06067732831608655,38.939840000000004,39.66252,1544.4521827968001,16.324209418533577,5.165351009563952,25,4.394245319878031,309392.63105494354,185798.95550339678,432424.1485540401,1.3976549702544403,927615.7351123804,43588.087668780005,20.492753958053598,35456.04140628308,16.669507008125567
