source,target,distance,duration,velocity,acceleration
0,1,0.6256291209544569,289,2.1648066469012353,-98.63243749191953
1,2,29.660652470101876,477,62.18166136289702,156.72240682602902
2,3,7.882662005274935,345,22.84829566746358,80.09457865081677
3,4,0.11669804122875081,18,6.483224512708379,0.0
4,5,0.6586406594124504,832,0.7916354079476567,45.008318614282935
5,6,0.5003054779983681,38,13.165933631536003,571.6279551565923
6,7,25.93001539380302,1149,22.567463354049625,39.99365897365849
7,8,6.486687407315554,1065,6.090786297948877,59.247790778325445
8,9,9.653447771249555,4549,2.1221032691249846,-1.2572577044949231
9,10,3.693548944635781,934,3.9545491912588657,-41.15028664602206
10,11,24.124894277348652,1334,18.08462839381458,-11.476956573435345
11,12,0.5198620511056778,27,19.254150040951032,-637.108290618616
12,13,19.0290171290261,355,53.602865152186205,161.90075633924704
13,14,9.059810884704852,2136,4.241484496584668,-7.785852690987776
14,15,15.829964848995532,977,16.202625229268712,32.17057718205252
15,16,21.37007442190714,460,46.45668352588509,77.46254601097485
16,17,0.33494224959113944,25,13.397689983645577,0.0
17,18,0.40566679399836464,233,1.7410592017097193,-47.386182511081316
18,19,14.879789514181857,855,17.40326258968638,-40.149715606475816
19,20,8.881784197001252e-16,28,3.1720657846433045e-14,98.20367243101676
20,21,2.323144887529839,705,3.29524097521963,16.387637870235572
21,22,9.627586592172802,2256,4.267547248303548,-18.61408917386448
22,23,10.433368848154515,404,25.825170416224047,-143.74689666243393
23,24,14.573895558419592,633,23.023531687866654,87.01635121523337
24,25,15.752250029619992,500,31.504500059239984,-3.062073767381604
25,26,0.14318095440473422,34,4.211204541315712,493.3255376777067
26,27,22.05657345231758,4065,5.4259713289834135,15.799867176523215
27,28,4.660452848189106,744,6.264049527135895,9.507146991625353
28,29,7.214716141578132,160,45.091975884863324,-257.76521273032773
29,30,2.1776111103935087,417,5.222088993749422,-78.04564865807173
30,31,0.8560666210007415,524,1.633714925573934,4.810963724880977
31,32,3.229063150164947,1747,1.8483475387320818,-2.7744269091566243
32,33,0.44181446192161516,18,24.545247884534177,0.0
33,34,0.4749040744777213,87,5.458667522732429,315.7757311327949
34,35,15.207726713840247,188,80.89216337149067,440.13261433287005
35,36,0.27485640807019457,66,4.164491031366584,-288.77851299714524
36,37,0.12372010414487225,48,2.5775021696848386,478.9601115446696
37,38,22.00665862787386,1197,18.3848443006465,63.61512775040579
38,39,9.748003538970732,1598,6.1001273710705455,3.7703473520183386
39,40,11.914232795630872,1678,7.100257923498732,1.4827742061394449
40,41,0.40663908492985484,29,14.022037411374304,13.108459728509311
41,42,0.2834264690375131,18,15.745914946528508,0.0
42,43,26.840723282110485,1295,20.726427244872962,117.08881400399385
43,44,26.45991841913514,720,36.74988669324325,5.299493102857627
44,45,9.268427953996396,542,17.100420579329143,-20.883125767845133
45,46,11.835798337164285,5388,2.1966960536682043,-28.898291038611738
46,47,28.791708994573593,3743,7.69214774100283,2.70782257733271
47,48,0.6629614826551615,18,36.83119348084231,0.0
48,49,30.64293640318986,534,57.383776035936066,-27.936241088266037
49,50,11.230976098218541,603,18.625167658737215,-9.310947534964312
50,51,8.229032149666558,572,14.386419842074403,-43.733972590524715
51,52,15.344473020938766,2676,5.734108004835114,-1.633934981253558
52,53,0.24699608574759918,18,13.72200476375551,0.0
53,54,0.14697380658032244,2748,0.05348391796954965,15.651912718233126
54,55,1.2350382770163266,111,11.12647096411105,47.932290462484644
55,56,12.207958645743604,506,24.126400485659296,42.8262007583298
56,57,20.669956794380525,831,24.87359421706441,-81.30310478837853
57,58,21.774146369759304,3384,6.434440416595539,2.0967696616746716
58,59,0.5522335211034564,18,30.679640061303132,0.0
59,60,4.887107259353277,1815,2.692621079533486,-1.7683395986239723
60,61,18.764623766236355,820,22.883687519800432,-6.414972966409886
61,62,11.115285955268385,2282,4.870852741134262,18.254546053817382
62,63,21.59927535606624,551,39.20013676237067,-14.480775807128758
63,64,0.1357655752546402,18,7.542531958591122,0.0
64,65,34.48790566320415,4043,8.530275949345572,13.79131580567152
65,66,5.090972232737224,3450,1.4756441254310793,7.371015202083677
66,67,27.721796217062632,486,57.040732956919,-5.078915039256038
67,68,0.9654696011176159,19,50.814189532506106,0.0
68,69,0.5862362510807828,20,29.31181255403914,0.0
69,70,22.32024354953698,452,49.38106979986057,-72.51515069631682
70,71,22.29522392280408,1100,20.268385384367345,5.27304002991557
71,72,11.755584096020307,305,38.542898675476415,62.98342097747282
72,73,10.414006501717534,5966,1.7455592527183261,3.7137487933496014
73,74,5.577024545265013,304,18.34547547784544,149.457892793515
74,75,12.84791726094218,1269,10.124442286006447,13.8356659371328
75,76,21.538093785405028,2008,10.726142323408878,-6.917920682759355
76,77,25.882673951866636,842,30.739517757561327,12.943051330281817
77,78,24.97695648785506,3195,7.817513767716764,-6.796324773395003
78,79,21.276956145593036,392,54.27794935100264,116.22497580559376
79,80,1.2681894071603086,318,3.988017003648769,-77.65168607042379
80,81,0.2405865486602511,28,8.59237673786611,-576.4253168469227
81,82,25.139887452621544,1970,12.761364189147992,13.11736039187219
82,83,5.025567521726227,758,6.630036308345946,-4.341777694942124
83,84,10.629769265565388,579,18.358841564016217,-12.345150779974633
84,85,0.14655546033568767,28,5.234123583417417,116.19604508373489
85,86,21.814736983701444,148,147.39687151149624,132.96823087591233
86,87,1.071811942548149,163,6.575533389865944,148.39255630629836
87,88,15.730791977934379,1702,9.242533477047226,-36.1703184254404
88,89,14.748726866715456,102,144.59536143838685,-38.80594831421449
89,90,15.326305190956322,3737,4.101232322974664,-2.7538774132155646
90,91,0.2448007107962314,94,2.6042628808109725,-0.01911728082850396
91,92,9.291674591036237,428,21.709520072514575,-128.5220271571432
