mean_velocity,max_velocity,mean_acceleration,max_acceleration,mean_jerk,max_jerk,saccade_count,saccade_distance,fixation_time,direction_changes,direction_change_frequency,high_freq_power,freq,power_spectrum
249.27487414786404,31333.292072827575,-613.153292522271,2230876.9152733334,85212.33595755092,185404095.10548863,1063,9873.336964105903,22884.0,1019,24.338396866341835,73186560.83813323,"[2.38845897e-02 4.77691793e-02 7.16537690e-02 ... 2.79927391e+01
 2.80166237e+01 2.80405083e+01]","[318117.60494999 131910.91811541 194437.66351442 ...  74574.49028538
 108723.32063551  32881.13490011]"
