mean_velocity,max_velocity,mean_acceleration,max_acceleration,mean_jerk,max_jerk,saccade_count,saccade_distance,fixation_time,direction_changes,direction_change_frequency,high_freq_power,freq,power_spectrum
201.62236923610135,32711.400971168576,111.9817708061093,2329313.0183571526,-36364.37059717491,193558585.62821645,1060,6857.395994988194,18205.000000000004,1053,29.448779260005033,60513104.14742951,"[2.79665520e-02 5.59331040e-02 8.38996560e-02 ... 3.01479431e+01
 3.01759096e+01 3.02038762e+01]","[ 13633.81644342 102851.05965518 252532.22717341 ...  96932.08849081
 185587.01850346 152346.93547207]"
